Date;CowID;Fatness
05.08.2019;RU3110204120434;3,50
05.08.2019;RU3110204130324;3,50
12.08.2019;RU3110204120661;3,50
12.08.2019;RU3110204130117;3,50
12.08.2019;RU3110204120774;3,50
12.08.2019;RU3110204120118;3,75
20.08.2019;RU3110204120633;3,50
20.08.2019;RU3110204120832;3,50
26.08.2019;RU3110204130273;3,50
26.08.2019;RU3101100502673;3,50
16.09.2019;RU3110204130319;3,25
04.11.2019;RU3101090107753;3,50
04.11.2019;RU3101090127100;3,50
04.11.2019;RU3101090125928;3,50
04.11.2019;RU3101090127669;3,50
04.11.2019;RU3101150173925;3,50
04.11.2019;RU3101090127042;3,25
04.11.2019;RU3101090124877;3,50
04.11.2019;RU3101090126903;3,50
06.11.2019;RU3110204012874;3,25
06.11.2019;RU3110204130348;3,25
11.11.2019;RU3101090127352;3,25
12.11.2019;RU3101090116866;3,25
12.11.2019;RU3101090118015;3,00
12.11.2019;RU3101090118115;3,50
14.11.2019;RU3101090127918;3,00
14.11.2019;RU3101090125961;3,00
14.11.2019;RU3101090124183;3,25
14.11.2019;RU3101090127999;3,00
14.11.2019;RU3101090117840;3,25
14.11.2019;RU3101090126616;3,00
14.11.2019;RU3101090118861;3,00
14.11.2019;RU3101090118038;3,00
14.11.2019;DE0358632691;2,75
14.11.2019;RU3101090124724;3,50
14.11.2019;RU3101090117618;3,00
14.11.2019;RU3101090116639;3,00
14.11.2019;RU3101090116865;3,25
14.11.2019;RU3101090116180;3,50
14.11.2019;RU3101150173107;3,50
14.11.2019;RU3101090126800;3,00
14.11.2019;RU3101090117764;3,00
14.11.2019;RU3101090116622;3,25
14.11.2019;RU3101090125899;3,00
14.11.2019;RU3101090116488;3,25
14.11.2019;RU3101090126615;3,00
14.11.2019;RU3101150173879;3,75
14.11.2019;RU3101090127969;3,25
14.11.2019;RU3101090125508;3,00
15.11.2019;RU3101090115476;3,00
15.11.2019;DE0358690811;2,75
15.11.2019;RU3101090116879;3,00
15.11.2019;RU3101090116595;3,25
15.11.2019;RU3101090125556;3,00
15.11.2019;DE0358626524;2,75
15.11.2019;DE0358669151;2,75
15.11.2019;RU3101090116629;3,00
15.11.2019;RU3101090125311;3,25
15.11.2019;RU3101090116430;3,25
15.11.2019;RU3101090115683;2,75
15.11.2019;RU3101090117615;2,75
18.11.2019;DE0358642038;3,00
18.11.2019;RU3101150175738;4,00
18.11.2019;RU3101090115842;2,75
18.11.2019;RU3101090125560;4,00
18.11.2019;DE0358643629;3,75
18.11.2019;RU3101090126014;3,50
18.11.2019;RU3101090124669;3,50
19.11.2019;RU3101090116984;3,00
19.11.2019;RU3101090117024;3,00
19.11.2019;RU3101090117411;3,00
19.11.2019;RU3101090118865;3,00
19.11.2019;RU3101090127020;3,00
19.11.2019;RU3101090173563;3,00
19.11.2019;RU3101090126175;3,50
19.11.2019;RU3101090118815;2,75
19.11.2019;RU3101090118832;3,00
19.11.2019;RU3101090116156;2,75
19.11.2019;RU3101090125491;2,75
19.11.2019;RU3101090117808;2,75
19.11.2019;RU3101090117787;3,00
19.11.2019;RU3101090118115;3,00
19.11.2019;RU3101090116901;2,75
19.11.2019;RU3101090125826;3,00
19.11.2019;RU3101090116828;2,75
19.11.2019;RU3101090118015;3,00
19.11.2019;RU3101090117643;3,00
21.11.2019;RU3101090128034;2,50
22.11.2019;RU3101090118853;3,25
22.11.2019;RU3101090116847;3,00
22.11.2019;RU3101090118806;3,00
22.11.2019;RU3101090118678;3,00
22.11.2019;RU3101090118567;3,00
22.11.2019;RU3101090117741;3,00
22.11.2019;RU3101090117679;3,00
22.11.2019;DE0358669165;3,25
22.11.2019;RU3101090119031;3,25
22.11.2019;RU3101090117351;2,75
22.11.2019;RU3101090118760;3,00
22.11.2019;RU3101090115387;2,75
22.11.2019;RU3101090118839;3,00
22.11.2019;RU3101090118581;3,25
22.11.2019;RU3101090117769;2,75
22.11.2019;RU3101090118773;3,00
22.11.2019;RU3101090116681;3,25
22.11.2019;DE0358676088;3,25
25.11.2019;RU3101090117877;3,00
25.11.2019;RU3101090118826;2,75
25.11.2019;RU3101090118793;3,00
25.11.2019;RU3101090117789;3,00
25.11.2019;RU3101090117961;3,25
25.11.2019;RU3101090118649;3,00
25.11.2019;RU3101090118771;3,00
25.11.2019;RU3101090118809;3,00
25.11.2019;RU3101090118863;3,00
25.11.2019;RU3101090118668;3,25
25.11.2019;RU3101090118646;3,00
25.11.2019;RU3101090118739;3,00
25.11.2019;RU3101090118848;3,25
25.11.2019;RU3101090118907;3,00
25.11.2019;RU3101090118756;3,00
25.11.2019;RU3101090117535;3,25
25.11.2019;RU3101090117597;3,00
25.11.2019;RU3101090117677;3,25
25.11.2019;RU3101090118786;3,25
25.11.2019;RU3101090118845;3,25
25.11.2019;RU3101090115313;2,75
25.11.2019;RU3101090116587;3,00
25.11.2019;RU3101090118376;3,00
25.11.2019;RU3101090117464;3,25
26.11.2019;RU3101090117640;3,00
27.11.2019;RU3101090118371;3,25
27.11.2019;RU3101090118199;3,00
27.11.2019;RU3101090118633;3,25
27.11.2019;RU3101090115859;3,75
27.11.2019;RU3101090118480;3,00
27.11.2019;DE0358690822;2,75
27.11.2019;RU3101090127431;3,50
27.11.2019;RU3101090116631;3,75
27.11.2019;RU3101090118078;3,25
27.11.2019;RU3101090116968;3,25
27.11.2019;RU3101090127623;3,50
27.11.2019;RU3101090116356;3,50
27.11.2019;RU3101090117503;3,25
27.11.2019;RU3101090127721;3,50
27.11.2019;RU3101090117649;3,50
28.11.2019;RU3111005007079;2,75
02.12.2019;RU3101090125092;2,75
02.12.2019;RU3101090126328;3,00
02.12.2019;RU3110204120912;3,00
02.12.2019;RU3101090127339;3,00
02.12.2019;RU3101090127462;3,00
02.12.2019;RU3110204130493;3,25
02.12.2019;RU3101090125937;3,00
09.12.2019;RU3101090126314;3,00
09.12.2019;RU3101090126373;3,00
09.12.2019;RU3110204012241;3,25
09.12.2019;RU3101150173639;3,00
09.12.2019;RU3101150173833;3,00
09.12.2019;RU3110204110017;3,25
10.12.2019;RU3101090127836;3,25
10.12.2019;RU3101090118348;3,50
10.12.2019;RU3101090127713;3,25
10.12.2019;DE0358644106;3,50
10.12.2019;RU3101090117097;3,00
10.12.2019;RU3101090115777;3,00
10.12.2019;RU3101090117486;3,00
10.12.2019;RU3110204130319;3,25
10.12.2019;RU3110204120726;3,25
10.12.2019;RU3101090117769;3,00
10.12.2019;DE0358674341;3,75
10.12.2019;RU3101090118401;3,25
10.12.2019;RU3110204120434;3,33
10.12.2019;RU3110204130558;3,25
10.12.2019;RU3110204121251;3,25
10.12.2019;RU3110204130293;3,25
10.12.2019;RU3101090127784;3,25
10.12.2019;RU3101090118592;3,25
10.12.2019;RU3101090118481;3,25
10.12.2019;RU3101090116681;3,50
10.12.2019;RU3101090118232;3,50
10.12.2019;RU3101090118420;3,25
10.12.2019;DE0035862377;3,00
10.12.2019;RU3110204130221;3,25
10.12.2019;RU3110204121430;3,50
10.12.2019;RU3110204121232;3,25
10.12.2019;RU3101090118571;3,50
10.12.2019;RU3101090117232;3,50
10.12.2019;DE0358642029;3,25
10.12.2019;DE0358620711;3,25
10.12.2019;DE0358664407;3,50
10.12.2019;RU3101090117335;3,25
10.12.2019;RU3110204130572;3,25
10.12.2019;RU3110204110084;3,25
10.12.2019;RU3110204130323;3,25
10.12.2019;RU3101090117741;3,25
10.12.2019;RU3101090118588;3,00
10.12.2019;RU3110204121060;3,25
10.12.2019;DE0358675881;3,50
10.12.2019;DE0358665841;3,00
10.12.2019;RU3101090117637;3,25
10.12.2019;RU3101090117354;3,50
10.12.2019;RU3110204121314;3,25
10.12.2019;RU3110204130632;3,25
10.12.2019;RU3110204120812;3,25
10.12.2019;RU3101090118500;3,25
10.12.2019;RU3110204121074;3,25
10.12.2019;RU3110204120035;3,25
10.12.2019;DE0358653679;3,25
10.12.2019;RU3101090115749;3,25
10.12.2019;RU3110204120649;3,25
10.12.2019;RU3101090117421;3,00
10.12.2019;RU3110204121158;3,50
10.12.2019;DE0358664388;3,25
10.12.2019;RU3101090116938;3,50
10.12.2019;RU3101090117679;3,00
10.12.2019;RU3110204130223;3,25
11.12.2019;RU3101090118487;4,25
11.12.2019;RU3101090176060;3,25
11.12.2019;RU3101090127206;3,00
11.12.2019;RU3101090124447;3,75
11.12.2019;RU3101090118297;3,75
11.12.2019;RU3101090117304;3,25
11.12.2019;DE0358689736;3,50
11.12.2019;RU3101090118319;3,25
11.12.2019;RU3101090118426;3,50
11.12.2019;RU3101090116521;3,75
11.12.2019;RU3101090118057;3,00
11.12.2019;RU3101090118669;3,50
11.12.2019;RU3101090118782;3,50
11.12.2019;DE0035869050;3,00
11.12.2019;RU3101090115313;3,00
16.12.2019;RU3101100502763;3,50
16.12.2019;RU3110204120979;3,00
18.12.2019;RU3101090119124;3,25
18.12.2019;RU3101090118043;3,75
18.12.2019;RU3101090118199;3,50
18.12.2019;RU3101090117860;3,25
18.12.2019;RU3101090118330;3,75
18.12.2019;RU3101090116276;3,00
18.12.2019;RU3101090116177;3,50
18.12.2019;RU3101090117304;3,25
18.12.2019;RU3101090118061;3,75
18.12.2019;RU3101090119072;3,25
18.12.2019;RU3101090119087;3,00
18.12.2019;RU3101090119212;3,00
18.12.2019;RU3101090119194;3,25
18.12.2019;RU3101090173857;3,50
18.12.2019;RU3101090117121;3,75
18.12.2019;RU3101090124300;2,75
18.12.2019;RU3101090124588;3,50
18.12.2019;RU3101090116392;3,75
18.12.2019;RU3101090117017;3,50
18.12.2019;RU3101090119240;2,75
18.12.2019;RU3101090118847;3,00
18.12.2019;RU3101090118313;3,25
18.12.2019;RU3101090117486;3,50
18.12.2019;DE0358644421;3,25
18.12.2019;RU3101090117056;3,75
18.12.2019;RU3101090125877;3,50
18.12.2019;RU3101090116968;3,25
18.12.2019;RU3101090119285;3,00
18.12.2019;RU3101090117005;3,75
19.12.2019;RU3110204130353;2,75
19.12.2019;RU3110204121532;3,00
19.12.2019;RU3110204130337;2,75
19.12.2019;RU3101100502808;2,75
19.12.2019;RU3110204140439;2,50
19.12.2019;RU3110204140205;3,25
19.12.2019;RU3110204121458;2,75
19.12.2019;RU3101020408886;3,00
19.12.2019;RU3101100502843;3,00
19.12.2019;RU3110204130006;2,75
19.12.2019;RU3110204130429;3,00
19.12.2019;RU3110204130707;3,00
19.12.2019;RU3110204130514;3,00
19.12.2019;RU3110204120118;3,50
19.12.2019;RU3110204120467;3,00
19.12.2019;RU3110204130202;2,75
24.12.2019;RU3101090116828;2,50
24.12.2019;DE0358654617;3,25
24.12.2019;RU3101090124183;3,25
24.12.2019;RU3101090125311;3,25
24.12.2019;RU3101090116629;3,50
24.12.2019;RU3101090117747;3,00
24.12.2019;RU3101090102525;3,00
24.12.2019;RU3101090116595;3,75
24.12.2019;RU3101090115476;3,25
24.12.2019;RU3101090116879;3,00
24.12.2019;RU3101090117840;3,25
24.12.2019;RU3101090125556;3,50
30.12.2019;RU3101090126378;2,75
30.12.2019;RU3101090126106;2,75
30.12.2019;RU3101090127393;3,25
30.12.2019;RU3101090126486;3,00
30.12.2019;RU3101090126226;3,00
06.01.2020;RU3101090126059;3,00
06.01.2020;RU3101150175525;3,50
06.01.2020;RU3101090127171;3,00
06.01.2020;RU3101090127026;3,00
06.01.2020;RU3101090118312;3,00
06.01.2020;RU3101090118193;3,00
10.01.2020;RU3101090119118;3,00
10.01.2020;RU3101090118202;3,00
10.01.2020;RU3101090119375;3,00
10.01.2020;RU3101090117056;3,00
10.01.2020;RU3101090118821;3,75
14.01.2020;RU3101090115880;4,00
14.01.2020;RU3101090125560;4,00
14.01.2020;RU3101090116430;3,50
14.01.2020;RU3101090125311;3,00
14.01.2020;RU3101090125576;4,00
14.01.2020;RU3101090115842;3,00
14.01.2020;RU3101090115895;3,75
16.01.2020;RU3101090116901;3,00
16.01.2020;RU3101090117680;3,25
16.01.2020;RU3101090116180;3,00
16.01.2020;RU3101090117975;3,25
16.01.2020;RU3101090116622;3,25
16.01.2020;RU3101090116984;3,25
16.01.2020;RU3101090117024;3,25
16.01.2020;RU3101090116988;3,00
16.01.2020;RU3101090116881;3,50
16.01.2020;RU3101090116488;3,00
16.01.2020;RU3101090116828;2,75
17.01.2020;RU3101090117497;3,25
17.01.2020;RU3101090117675;3,25
17.01.2020;RU3101090117840;3,75
17.01.2020;DE0358617546;3,00
17.01.2020;RU3101090117618;3,00
17.01.2020;RU3101090115683;3,00
17.01.2020;RU3101090116595;3,25
17.01.2020;DE0358669151;3,00
17.01.2020;RU3101090116668;3,25
17.01.2020;RU3101090117615;3,50
17.01.2020;RU3101090125508;3,00
17.01.2020;DE0358626524;3,00
17.01.2020;RU3101090124183;3,25
17.01.2020;DE0358632691;3,25
21.01.2020;RU3101090119031;3,50
21.01.2020;RU3101090116847;3,25
21.01.2020;RU3101090118847;3,00
21.01.2020;RU3101090117760;3,25
21.01.2020;RU3101090117643;3,50
21.01.2020;RU3101090124300;3,00
21.01.2020;DE0358690822;3,25
21.01.2020;RU3101090117168;3,25
21.01.2020;RU3101090118978;3,00
21.01.2020;RU3101090118865;3,25
21.01.2020;RU3101090116276;3,00
21.01.2020;DE0358676088;3,25
21.01.2020;RU3101090118839;3,50
21.01.2020;RU3101090115387;2,75
21.01.2020;RU3101090116740;3,25
21.01.2020;RU3101090118015;3,00
21.01.2020;RU3101090118845;3,75
21.01.2020;RU3101090119240;3,00
21.01.2020;RU3101090118657;3,25
21.01.2020;RU3101090119072;3,25
21.01.2020;RU3101090116156;3,25
21.01.2020;RU3101090117411;3,00
22.01.2020;RU3101090117464;3,50
22.01.2020;RU3101090118848;3,50
22.01.2020;RU3101090117961;3,50
22.01.2020;RU3101090118863;3,00
22.01.2020;RU3101090117877;3,25
22.01.2020;RU3101090119104;3,00
22.01.2020;RU3101090118826;3,25
22.01.2020;RU3101090117535;3,25
22.01.2020;RU3101090118907;3,25
22.01.2020;RU3101090117789;3,00
22.01.2020;RU3101090116985;3,25
22.01.2020;RU3101090119062;3,00
22.01.2020;RU3101090119184;2,75
22.01.2020;RU3101090118815;3,00
22.01.2020;RU3101090118786;3,50
22.01.2020;RU3101090118771;3,25
22.01.2020;RU3101090117597;2,75
22.01.2020;RU3101090119093;2,75
22.01.2020;RU3101090118375;3,25
22.01.2020;RU3101090116713;3,00
22.01.2020;RU3101090106312;3,25
22.01.2020;RU3101090117808;2,50
23.01.2020;RU3101090116681;3,50
23.01.2020;RU3101090127777;3,50
23.01.2020;RU3101090127721;3,50
23.01.2020;RU3101090117503;3,50
23.01.2020;RU3101090117480;3,25
23.01.2020;RU3101090118633;3,25
23.01.2020;RU3101090118567;3,00
23.01.2020;RU3101090118537;3,50
23.01.2020;RU3101090127784;3,25
23.01.2020;RU3101090118449;3,50
23.01.2020;RU3101090118669;3,25
23.01.2020;RU3101090118806;3,25
23.01.2020;RU3101090118345;3,00
23.01.2020;RU3101090118481;3,25
23.01.2020;RU3101090117075;3,25
23.01.2020;RU3101090116631;3,50
23.01.2020;RU3101090118442;3,00
23.01.2020;RU3101090118678;3,50
28.01.2020;RU3101090116938;3,25
28.01.2020;RU3101090117421;3,25
28.01.2020;RU3101090127599;3,75
28.01.2020;RU3101090116900;3,25
28.01.2020;RU3101090117097;3,25
28.01.2020;RU3101090115749;3,25
28.01.2020;RU3101090118581;3,50
28.01.2020;RU3101090118571;3,50
28.01.2020;RU3101090118832;3,25
28.01.2020;RU3101090117637;3,25
28.01.2020;RU3101090117742;3,75
28.01.2020;RU3101090118600;3,25
28.01.2020;RU3101090118853;3,25
28.01.2020;RU3101090117354;3,25
28.01.2020;RU3101090127836;3,00
28.01.2020;RU3101090118500;3,50
28.01.2020;RU3101090118420;3,25
28.01.2020;RU3101090116356;3,00
28.01.2020;RU3101090115777;3,25
28.01.2020;RU3101090118401;3,25
28.01.2020;DE0358665841;3,50
28.01.2020;RU3101090118588;3,25
29.01.2020;RU3101090118371;3,00
29.01.2020;RU3101090118487;3,75
29.01.2020;RU3101090118782;3,50
29.01.2020;RU3101090176060;3,50
29.01.2020;RU3101090115859;3,75
29.01.2020;DE0358620711;3,50
29.01.2020;RU3101090118739;3,25
29.01.2020;RU3101090118622;3,25
29.01.2020;RU3101090127206;3,25
29.01.2020;RU3101090118481;3,25
29.01.2020;DE0035869050;3,25
29.01.2020;RU3101090118426;3,75
03.02.2020;RU3110204130412;3,25
03.02.2020;RU3110204130528;3,00
03.02.2020;RU3110204130572;3,00
25.02.2020;RU3101090125145;2,50
25.02.2020;RU3101090126048;2,50
25.02.2020;RU3101090115137;3,25
25.02.2020;RU3101090116985;2,75
25.02.2020;DE0358644421;3,25
25.02.2020;RU3101090117649;3,25
25.02.2020;RU3101090116874;3,25
25.02.2020;RU3101090118232;3,50
25.02.2020;RU3101090124489;2,75
25.02.2020;RU3101090118061;3,00
25.02.2020;RU3101090115611;2,50
25.02.2020;RU3101090125877;2,50
26.02.2020;DE0358674341;3,25
26.02.2020;RU3101090117304;3,25
26.02.2020;RU3101090118038;3,00
26.02.2020;DE0360557129;2,50
26.02.2020;RU3101090124588;3,00
26.02.2020;RU3101090116968;3,25
26.02.2020;DE0540157385;2,50
26.02.2020;RU3101090117005;3,50
26.02.2020;RU3101090118232;3,25
26.02.2020;RU3101090117486;3,00
26.02.2020;RU3101090118998;2,75
26.02.2020;RU3101090119223;2,75
26.02.2020;RU3101090119350;2,75
27.02.2020;RU3101090116276;3,00
27.02.2020;RU3101090116177;3,50
27.02.2020;RU3101090119124;3,25
27.02.2020;RU3101090125350;4,00
27.02.2020;RU3101090116984;3,00
27.02.2020;RU3101090118115;3,00
27.02.2020;RU3101090116180;3,00
27.02.2020;RU3101090173563;3,25
27.02.2020;RU3101090119159;3,00
27.02.2020;RU3101090117024;3,00
27.02.2020;RU3101090117680;3,25
27.02.2020;RU3101090118053;3,50
27.02.2020;RU3101090119194;3,25
27.02.2020;RU3101090116828;2,75
27.02.2020;RU3101090126175;3,50
27.02.2020;RU3101090125826;3,00
27.02.2020;RU3101090119087;3,00
27.02.2020;RU3101090117017;3,50
27.02.2020;RU3101090116988;3,25
27.02.2020;RU3101090118987;3,25
28.02.2020;RU3101090116488;3,50
28.02.2020;RU3101090116622;3,75
28.02.2020;RU3101090118861;3,25
28.02.2020;DE0358665609;3,25
28.02.2020;RU3101090117764;3,00
28.02.2020;RU3101090117618;3,50
28.02.2020;RU3101090115683;2,75
28.02.2020;RU3101090116639;3,00
28.02.2020;RU3101090117675;3,25
28.02.2020;RU3101090116879;3,50
28.02.2020;RU3101090116668;3,25
28.02.2020;RU3101090117497;3,00
28.02.2020;RU3101090124183;3,50
04.03.2020;RU3101090109824;3,00
04.03.2020;RU3101090117787;3,25
04.03.2020;RU3101090117808;2,75
04.03.2020;RU3101090115387;3,25
04.03.2020;RU3101090109147;3,25
10.03.2020;RU3101090126192;2,50
10.03.2020;RU3101090124905;3,00
10.03.2020;RU3101150175738;3,00
10.03.2020;RU3101090116174;2,75
10.03.2020;RU3101090119440;3,00
10.03.2020;RU3101090128291;3,00
10.03.2020;RU3101050305012;2,75
10.03.2020;RU3101090124877;3,00
10.03.2020;RU3101150173961;3,25
10.03.2020;RU3101090125928;3,00
10.03.2020;RU3101090125919;3,00
10.03.2020;RU3101090128295;3,00
10.03.2020;RU3101090128471;2,75
10.03.2020;RU3101090119178;2,75
10.03.2020;RU3101090118941;2,75
10.03.2020;RU3101090125937;3,00
10.03.2020;RU3101090126045;3,25
10.03.2020;RU3101090127462;3,00
10.03.2020;RU3101090128394;3,00
10.03.2020;RU3101090128288;3,00
10.03.2020;RU3101090127168;2,75
10.03.2020;RU3101090127054;2,75
10.03.2020;RU3101090128436;3,00
10.03.2020;RU3110204130155;3,25
10.03.2020;RU3110204121120;3,25
10.03.2020;RU3110204120555;3,25
10.03.2020;RU3110204130189;3,25
13.03.2020;RU3101090118771;3,25
13.03.2020;RU3101090116463;4,00
13.03.2020;RU3101090116713;3,25
13.03.2020;RU3101090117769;3,25
13.03.2020;RU3101090116847;3,25
13.03.2020;RU3101090118848;3,50
13.03.2020;RU3101090118500;3,50
13.03.2020;RU3101090117877;3,25
13.03.2020;RU3110204130117;2,75
13.03.2020;RU3110204140439;2,50
13.03.2020;RU3110204120766;2,75
13.03.2020;RU3110204130221;2,50
14.03.2020;RU3101150108466;5,50
14.03.2020;RU3101150108236;2,75
14.03.2020;RU3101150109611;2,75
14.03.2020;RU3101050300502;2,75
14.03.2020;RU3101150108428;3,00
14.03.2020;RU3101150106558;3,00
16.03.2020;RU3111005007077;3,50
16.03.2020;NL0582308859;3,25
16.03.2020;NL0883308833;3,25
16.03.2020;NL0918627630;3,50
16.03.2020;RU3111005007268;3,50
16.03.2020;RU3111005008264;2,75
16.03.2020;RU3111005007992;3,50
16.03.2020;RU3111005007120;3,25
16.03.2020;RU3111005007571;3,25
16.03.2020;HU3353009344;3,25
16.03.2020;NL0639881700;3,25
16.03.2020;RU3111005007550;3,50
16.03.2020;DE0539337056;3,50
16.03.2020;NL0944913200;3,50
16.03.2020;RU3111005007514;3,25
16.03.2020;NL0899099765;3,25
16.03.2020;DE1603709078;3,00
16.03.2020;NL0667095517;3,50
16.03.2020;NL0684604239;3,25
16.03.2020;NL0669643426;3,25
16.03.2020;HU3372972414;3,25
16.03.2020;NL0748212994;3,25
16.03.2020;NL0631547448;3,50
16.03.2020;DE0539165845;3,25
16.03.2020;NL0615000792;3,25
16.03.2020;NL0653336806;3,00
16.03.2020;NL0664071507;3,25
16.03.2020;NL0735277168;3,25
16.03.2020;NL0642116329;3,50
16.03.2020;NL0729749822;3,00
