Date;CowID;VaccinPrep
01.08.2019;RU3111005046294;ИРТВД
01.08.2019;RU3101100546248;ИРТВД
01.08.2019;RU3101090120542;ИРТП3РСИ
02.08.2019;RU3111005048509;ИРТВД
02.08.2019;RU3110204140851;ИРТВД
02.08.2019;RU3110204122513;ИРТВД
02.08.2019;RU3111005048025;КЭТЛМАТГ
02.08.2019;RU3111005048059;КЭТЛМАТГ
02.08.2019;RU3111005048045;КЭТЛМАТГ
02.08.2019;RU3111005048050;КЭТЛМАТГ
02.08.2019;RU3110204140735;КЛОСТРИД
02.08.2019;RU3110204122451;ЛТФ-130
02.08.2019;RU3110204122456;ЛТФ-130
02.08.2019;RU3111005046154;ЛТФ-130
02.08.2019;RU3111005046105;ЛТФ-130
02.08.2019;RU3110204122374;КЭТЛМАТГ
02.08.2019;RU3111005046109;ЛТФ-130
02.08.2019;RU3111005046120;ЛТФ-130
02.08.2019;RU3110204140850;ИРТВД
02.08.2019;RU3111005048026;КЭТЛМАТГ
02.08.2019;RU3111005048071;КЭТЛМАТГ
02.08.2019;RU3111005048046;КЭТЛМАТГ
02.08.2019;RU3111005048249;ЛТФ-130
02.08.2019;RU3101100548298;ЛТФ-130
02.08.2019;RU3110204122907;ЛТФ-130
02.08.2019;RU3110204122361;КЭТЛМАТГ
02.08.2019;RU3110204122365;КЭТЛМАТГ
02.08.2019;RU3101100548563;ИРТВД
02.08.2019;RU3111005048038;КЭТЛМАТГ
02.08.2019;RU3111005048244;ЛТФ-130
02.08.2019;RU3110204122440;ЛТФ-130
02.08.2019;RU3111005046068;ЛТФ-130
02.08.2019;RU3111005046129;ЛТФ-130
02.08.2019;RU3110204122487;ОКЗ
02.08.2019;RU3101100548546;ИРТВД
02.08.2019;RU3110204122508;ИРТВД
02.08.2019;RU3110204122474;ОКЗ
02.08.2019;RU3101100548560;ИРТВД
02.08.2019;RU3111005048031;КЭТЛМАТГ
02.08.2019;RU3111005048016;КЭТЛМАТГ
02.08.2019;RU3111005048063;КЭТЛМАТГ
02.08.2019;RU3111005046170;ЛТФ-130
02.08.2019;RU3101100548285;ЛТФ-130
02.08.2019;RU3111005046098;ЛТФ-130
02.08.2019;RU3111005046066;ЛТФ-130
02.08.2019;RU3111005046067;ЛТФ-130
02.08.2019;RU3110204122370;КЭТЛМАТГ
02.08.2019;RU3110204122914;ОКЗ
02.08.2019;RU3101100548573;ИРТВД
02.08.2019;RU3110204122541;ИРТВД
02.08.2019;RU3111005048029;КЭТЛМАТГ
02.08.2019;RU3111005048076;КЭТЛМАТГ
02.08.2019;RU3111005048048;КЭТЛМАТГ
02.08.2019;RU3111005016916;КЭТЛМАТГ
02.08.2019;RU3111005048105;КЭТЛМАТГ
02.08.2019;RU3101100548578;ИРТВД
02.08.2019;RU3111005046002;КЭТЛМАТГ
02.08.2019;RU3111005016959;КЭТЛМАТГ
02.08.2019;RU3111005046015;КЭТЛМАТГ
02.08.2019;RU3110204122186;КЛОСТРИД
02.08.2019;RU3110204122188;КЛОСТРИД
02.08.2019;RU3110204140740;КЛОСТРИД
02.08.2019;RU3110204122454;ЛТФ-130
02.08.2019;RU3110204122457;ЛТФ-130
02.08.2019;RU3110204122468;ОКЗ
02.08.2019;RU3111005046142;ЛТФ-130
02.08.2019;RU3111005048304;ЛТФ-130
02.08.2019;RU3111005048082;КЭТЛМАТГ
02.08.2019;RU3110204140939;КЭТЛМАТГ
02.08.2019;RU3101100548535;ИРТВД
02.08.2019;RU3101100548572;ИРТВД
02.08.2019;RU3101090130065;ИРТП3РСИ
02.08.2019;RU3111005048019;КЭТЛМАТГ
02.08.2019;RU3111005016968;КЭТЛМАТГ
02.08.2019;RU3101100548297;ЛТФ-130
02.08.2019;RU3110204122367;КЭТЛМАТГ
02.08.2019;RU3110204140769;КЭТЛМАТГ
02.08.2019;RU3111005046117;ЛТФ-130
02.08.2019;RU3111005048226;ЛТФ-130
02.08.2019;RU3101100548531;ИРТВД
02.08.2019;RU3110204122475;ОКЗ
02.08.2019;RU3110204122473;ОКЗ
02.08.2019;RU3111005048033;КЭТЛМАТГ
02.08.2019;RU3111005046132;ЛТФ-130
02.08.2019;RU3110204122358;КЭТЛМАТГ
03.08.2019;RU3101150166120;ОКЗ
03.08.2019;RU3101100546213;ОКЗ
03.08.2019;RU3101100546248;ОКЗ
03.08.2019;RU3101150166171;ОКЗ
03.08.2019;RU3101100546211;ОКЗ
03.08.2019;RU3101100546208;ОКЗ
03.08.2019;RU3101150166170;ОКЗ
03.08.2019;RU3101150166165;ОКЗ
03.08.2019;RU3101100546209;ОКЗ
03.08.2019;RU3101100548436;ОКЗ
03.08.2019;RU3101050305230;ОКЗ
04.08.2019;RU3101100548738;ИРТВД
04.08.2019;RU3101100548737;ИРТВД
04.08.2019;RU3101100548752;ИРТВД
04.08.2019;RU3101100548720;ИРТВД
05.08.2019;RU3101150108546;РОТАВЕК
06.08.2019;RU3111005046036;БЕШЕНСТВ
06.08.2019;RU3111005016872;БЕШЕНСТВ
06.08.2019;RU3111005016811;БЕШЕНСТВ
07.08.2019;RU3101090129863;ИРТВД
07.08.2019;RU3101090129862;ИРТВД
07.08.2019;RU3101090129875;ИРТВД
07.08.2019;RU3101090129927;ЛТФ-130
07.08.2019;RU3101090129910;ЛТФ-130
07.08.2019;RU3101090120734;ИРТВД
07.08.2019;RU3101090120701;ИРТВД
07.08.2019;RU3101090129938;ЛТФ-130
07.08.2019;RU3101150100054;ЛТФ-130
07.08.2019;RU3101050305213;ИРТВД
07.08.2019;RU3101150166188;ЛТФ-130
07.08.2019;RU3101090129864;ИРТВД
07.08.2019;RU3101090129865;ИРТВД
07.08.2019;RU3101150140663;ИРТВД
07.08.2019;RU3101090120720;ИРТВД
07.08.2019;RU3101150140679;ИРТВД
07.08.2019;RU3101090120743;ИРТВД
07.08.2019;RU3101090129852;ИРТВД
07.08.2019;RU3101150100066;ЛТФ-130
07.08.2019;RU3101150140695;ЛТФ-130
07.08.2019;RU3101090120783;ЛТФ-130
07.08.2019;RU3101090120796;ЛТФ-130
07.08.2019;RU3101150108546;РОТАВЕК
07.08.2019;RU3101150140662;ИРТВД
07.08.2019;RU3101090129937;ЛТФ-130
07.08.2019;RU3101090120832;ЛТФ-130
07.08.2019;RU3101150140699;ИРТВД
07.08.2019;RU3101090120821;ЛТФ-130
07.08.2019;RU3101150140677;ИРТВД
07.08.2019;RU3101090129867;ИРТВД
07.08.2019;RU3101090120730;ИРТВД
07.08.2019;RU3101090120664;ИРТВД
07.08.2019;RU3101090129813;ИРТВД
07.08.2019;RU3101090129914;ЛТФ-130
07.08.2019;RU3101090120784;ЛТФ-130
07.08.2019;RU3101090120814;ЛТФ-130
07.08.2019;RU3101090129887;ИРТВД
07.08.2019;RU3101090120744;ИРТВД
07.08.2019;RU3101050305193;ИРТВД
07.08.2019;RU3101050305191;ИРТВД
07.08.2019;RU3101150140648;ИРТВД
07.08.2019;RU3101050305190;ИРТВД
07.08.2019;RU3101090120797;ЛТФ-130
07.08.2019;RU3101090120805;ЛТФ-130
07.08.2019;RU3101050305204;ИРТВД
07.08.2019;RU3101050305199;ИРТВД
07.08.2019;RU3101090129874;ИРТВД
07.08.2019;RU3101090120704;ИРТВД
07.08.2019;RU3101150140665;ИРТВД
07.08.2019;RU3101150140682;ИРТВД
07.08.2019;RU3101090120752;ИРТВД
07.08.2019;RU3101150140652;ИРТВД
07.08.2019;RU3101050305195;ИРТВД
07.08.2019;RU3101150140659;ИРТВД
07.08.2019;RU3101090120830;ЛТФ-130
07.08.2019;RU3101150166178;ИРТВД
07.08.2019;RU3101150166187;ИРТВД
07.08.2019;RU3101150166184;ИРТВД
07.08.2019;RU3101090120823;ЛТФ-130
08.08.2019;DE0358611034;КЛОСТРИД
08.08.2019;DE0358645028;КЛОСТРИД
08.08.2019;DE0358642038;КЛОСТРИД
08.08.2019;RU3101090102525;КЛОСТРИД
08.08.2019;RU3101090116276;КЛОСТРИД
08.08.2019;RU3101090125556;КЛОСТРИД
08.08.2019;RU3101090118401;КЛОСТРИД
08.08.2019;RU3101090125767;КЛОСТРИД
08.08.2019;RU3101090116900;КЛОСТРИД
08.08.2019;DE0035869050;КЛОСТРИД
08.08.2019;RU3101090117860;КЛОСТРИД
08.08.2019;RU3101090118202;КЛОСТРИД
08.08.2019;RU3101090118449;КЛОСТРИД
08.08.2019;RU3101090118442;КЛОСТРИД
08.08.2019;RU3101090118501;КЛОСТРИД
08.08.2019;RU3101090127720;КЛОСТРИД
08.08.2019;RU3101090127623;КЛОСТРИД
08.08.2019;RU3101090117643;КЛОСТРИД
08.08.2019;RU3101090117679;КЛОСТРИД
08.08.2019;RU3101090130088;ИРТП3РСИ
08.08.2019;RU3101090118330;КЛОСТРИД
08.08.2019;RU3101090173857;КЛОСТРИД
08.08.2019;RU3101090127431;КЛОСТРИД
08.08.2019;RU3101090115313;КЛОСТРИД
08.08.2019;RU3101090102502;КЛОСТРИД
08.08.2019;RU3101090125145;КЛОСТРИД
08.08.2019;RU3101090116622;КЛОСТРИД
08.08.2019;RU3101090116631;КЛОСТРИД
08.08.2019;RU3101090125560;КЛОСТРИД
08.08.2019;RU3101090125491;КЛОСТРИД
08.08.2019;RU3101090116985;КЛОСТРИД
08.08.2019;RU3101090116938;КЛОСТРИД
08.08.2019;DE0035862377;КЛОСТРИД
08.08.2019;RU3101090116879;КЛОСТРИД
08.08.2019;RU3101090125826;КЛОСТРИД
08.08.2019;RU3101090117789;КЛОСТРИД
08.08.2019;RU3101090118053;КЛОСТРИД
08.08.2019;RU3101090118061;КЛОСТРИД
08.08.2019;RU3101090118592;КЛОСТРИД
08.08.2019;RU3101090118481;КЛОСТРИД
08.08.2019;RU3101090127721;КЛОСТРИД
08.08.2019;RU3101090117354;КЛОСТРИД
08.08.2019;RU3101090117351;КЛОСТРИД
08.08.2019;RU3110204121532;СИБИРКА
08.08.2019;RU3110204130707;СИБИРКА
08.08.2019;RU3101090118668;КЛОСТРИД
08.08.2019;RU3101090118756;КЛОСТРИД
08.08.2019;RU3101090124724;КЛОСТРИД
08.08.2019;RU3101090125113;КЛОСТРИД
08.08.2019;RU3101090117121;КЛОСТРИД
08.08.2019;RU3101090117212;КЛОСТРИД
08.08.2019;RU3101090117304;КЛОСТРИД
08.08.2019;RU3101090116582;КЛОСТРИД
08.08.2019;RU3101090115895;КЛОСТРИД
08.08.2019;DE0358653679;КЛОСТРИД
08.08.2019;DE0358664407;КЛОСТРИД
08.08.2019;DE0358620711;КЛОСТРИД
08.08.2019;RU3101090116595;КЛОСТРИД
08.08.2019;RU3101090176060;КЛОСТРИД
08.08.2019;RU3101090116180;КЛОСТРИД
08.08.2019;RU3101090116463;КЛОСТРИД
08.08.2019;DE0358665609;КЛОСТРИД
08.08.2019;RU3101090116847;КЛОСТРИД
08.08.2019;RU3101090116874;КЛОСТРИД
08.08.2019;RU3101090117618;КЛОСТРИД
08.08.2019;RU3101090127784;КЛОСТРИД
08.08.2019;RU3101090118622;КЛОСТРИД
08.08.2019;RU3101090118630;КЛОСТРИД
08.08.2019;RU3101090117335;КЛОСТРИД
08.08.2019;RU3101090117689;КЛОСТРИД
08.08.2019;RU3101090120573;ИРТВД
08.08.2019;RU3101090118678;КЛОСТРИД
08.08.2019;RU3101090118771;КЛОСТРИД
08.08.2019;RU3101090124300;КЛОСТРИД
08.08.2019;RU3101090115930;КЛОСТРИД
08.08.2019;RU3101090117097;КЛОСТРИД
08.08.2019;RU3101090117024;КЛОСТРИД
08.08.2019;RU3101090117075;КЛОСТРИД
08.08.2019;DE0358690811;КЛОСТРИД
08.08.2019;RU3101090117056;КЛОСТРИД
08.08.2019;RU3101090117318;КЛОСТРИД
08.08.2019;RU3101090109824;КЛОСТРИД
08.08.2019;RU3101090124183;КЛОСТРИД
08.08.2019;RU3101090115137;КЛОСТРИД
08.08.2019;RU3101090116156;КЛОСТРИД
08.08.2019;RU3101090116177;КЛОСТРИД
08.08.2019;RU3101090116392;КЛОСТРИД
08.08.2019;RU3101090116740;КЛОСТРИД
08.08.2019;RU3101090116866;КЛОСТРИД
08.08.2019;RU3101090117497;КЛОСТРИД
08.08.2019;RU3101090117441;КЛОСТРИД
08.08.2019;NL0741796314;РОТАВЕК
08.08.2019;RU3101090117742;КЛОСТРИД
08.08.2019;RU3101090127020;КЛОСТРИД
08.08.2019;RU3101090118055;КЛОСТРИД
08.08.2019;RU3101090118057;КЛОСТРИД
08.08.2019;RU3101090118078;КЛОСТРИД
08.08.2019;RU3101090127777;КЛОСТРИД
08.08.2019;RU3101090118600;КЛОСТРИД
08.08.2019;RU3101090118623;КЛОСТРИД
08.08.2019;RU3101090118517;КЛОСТРИД
08.08.2019;DE0358654617;КЛОСТРИД
08.08.2019;RU3101090130030;ОКЗ
08.08.2019;RU3101090118345;КЛОСТРИД
08.08.2019;RU3101100503614;СИБИРКА
08.08.2019;RU3101090118633;КЛОСТРИД
08.08.2019;RU3101100503498;СИБИРКА
08.08.2019;RU3101090118809;КЛОСТРИД
08.08.2019;RU3101090115880;КЛОСТРИД
08.08.2019;RU3101090124588;КЛОСТРИД
08.08.2019;RU3101090115476;КЛОСТРИД
08.08.2019;RU3101090109147;КЛОСТРИД
08.08.2019;RU3101090116681;КЛОСТРИД
08.08.2019;RU3101090116663;КЛОСТРИД
08.08.2019;DE0358669151;КЛОСТРИД
08.08.2019;RU3101090117486;КЛОСТРИД
08.08.2019;RU3101090117421;КЛОСТРИД
08.08.2019;RU3101090117877;КЛОСТРИД
08.08.2019;RU3101090118115;КЛОСТРИД
08.08.2019;RU3101090118199;КЛОСТРИД
08.08.2019;RU3101090118043;КЛОСТРИД
08.08.2019;RU3101090118588;КЛОСТРИД
08.08.2019;RU3101090127698;КЛОСТРИД
08.08.2019;RU3101090118420;КЛОСТРИД
08.08.2019;RU3101090127599;КЛОСТРИД
08.08.2019;RU3101090117649;КЛОСТРИД
08.08.2019;RU3111005046301;ИРТВД
08.08.2019;RU3111005046302;ИРТВД
08.08.2019;RU3101090118313;КЛОСТРИД
08.08.2019;RU3101090118348;КЛОСТРИД
08.08.2019;RU3101090127445;КЛОСТРИД
08.08.2019;RU3101100503559;СИБИРКА
08.08.2019;RU3101090118739;КЛОСТРИД
08.08.2019;RU3101090115683;КЛОСТРИД
08.08.2019;RU3101090117181;КЛОСТРИД
08.08.2019;RU3101090117025;КЛОСТРИД
08.08.2019;DE0358626524;КЛОСТРИД
08.08.2019;DE0358669165;КЛОСТРИД
08.08.2019;RU3101090117005;КЛОСТРИД
08.08.2019;DE0358644421;КЛОСТРИД
08.08.2019;RU3101090173563;КЛОСТРИД
08.08.2019;RU3101090116430;КЛОСТРИД
08.08.2019;RU3101090125576;КЛОСТРИД
08.08.2019;RU3101090116984;КЛОСТРИД
08.08.2019;DE0358675881;КЛОСТРИД
08.08.2019;RU3101090117411;КЛОСТРИД
08.08.2019;RU3101090117747;КЛОСТРИД
08.08.2019;RU3101090117760;КЛОСТРИД
08.08.2019;RU3101090127206;КЛОСТРИД
08.08.2019;RU3101090118177;КЛОСТРИД
08.08.2019;RU3101090118581;КЛОСТРИД
08.08.2019;RU3101090118487;КЛОСТРИД
08.08.2019;RU3101090118492;КЛОСТРИД
08.08.2019;RU3101090118424;КЛОСТРИД
08.08.2019;RU3101090118371;КЛОСТРИД
08.08.2019;RU3101090118375;КЛОСТРИД
08.08.2019;RU3101090117357;КЛОСТРИД
08.08.2019;RU3101090117637;КЛОСТРИД
08.08.2019;RU3101090130029;ОКЗ
08.08.2019;RU3101090130035;ОКЗ
08.08.2019;RU3101090120923;ОКЗ
08.08.2019;RU3101090130097;ИРТП3РСИ
08.08.2019;RU3101090118319;КЛОСТРИД
08.08.2019;RU3101100503646;СИБИРКА
08.08.2019;RU3101090118646;КЛОСТРИД
08.08.2019;RU3101090127836;КЛОСТРИД
08.08.2019;RU3101100503555;СИБИРКА
08.08.2019;RU3101090115749;КЛОСТРИД
08.08.2019;RU3101090115777;КЛОСТРИД
08.08.2019;RU3101090115859;КЛОСТРИД
08.08.2019;RU3101090115842;КЛОСТРИД
08.08.2019;RU3101090124447;КЛОСТРИД
08.08.2019;RU3101090106778;КЛОСТРИД
08.08.2019;DE0358691022;КЛОСТРИД
08.08.2019;DE0358690822;КЛОСТРИД
08.08.2019;RU3101090126048;КЛОСТРИД
08.08.2019;RU3101090117200;КЛОСТРИД
08.08.2019;RU3101090117232;КЛОСТРИД
08.08.2019;RU3101090116521;КЛОСТРИД
08.08.2019;RU3101090125311;КЛОСТРИД
08.08.2019;RU3101090116629;КЛОСТРИД
08.08.2019;RU3101090116668;КЛОСТРИД
08.08.2019;RU3101090116988;КЛОСТРИД
08.08.2019;DE0358689736;КЛОСТРИД
08.08.2019;DE0358674341;КЛОСТРИД
08.08.2019;RU3101090125877;КЛОСТРИД
08.08.2019;RU3101090116881;КЛОСТРИД
08.08.2019;RU3101090117503;КЛОСТРИД
08.08.2019;RU3101090117615;КЛОСТРИД
08.08.2019;RU3101090117787;КЛОСТРИД
08.08.2019;RU3101090117769;КЛОСТРИД
08.08.2019;RU3101090118015;КЛОСТРИД
08.08.2019;RU3101090118571;КЛОСТРИД
08.08.2019;RU3101090118480;КЛОСТРИД
08.08.2019;RU3101090118500;КЛОСТРИД
08.08.2019;RU3101090120917;ОКЗ
08.08.2019;RU3101090120924;ОКЗ
08.08.2019;RU3110204121457;СИБИРКА
08.08.2019;RU3101090118669;КЛОСТРИД
08.08.2019;RU3110204121439;СИБИРКА
08.08.2019;RU3101090124489;КЛОСТРИД
08.08.2019;RU3101090117168;КЛОСТРИД
08.08.2019;DE0358638687;КЛОСТРИД
08.08.2019;RU3101090118297;КЛОСТРИД
08.08.2019;RU3101090118649;КЛОСТРИД
08.08.2019;RU3101090118773;КЛОСТРИД
08.08.2019;RU3101090117186;КЛОСТРИД
08.08.2019;RU3101090126175;КЛОСТРИД
08.08.2019;RU3101090117017;КЛОСТРИД
08.08.2019;DE0358613788;КЛОСТРИД
08.08.2019;DE0358642029;КЛОСТРИД
08.08.2019;RU3101090116563;КЛОСТРИД
08.08.2019;RU3101090125350;КЛОСТРИД
08.08.2019;RU3101090115611;КЛОСТРИД
08.08.2019;RU3101090106312;КЛОСТРИД
08.08.2019;RU3101090102497;КЛОСТРИД
08.08.2019;RU3101090116356;КЛОСТРИД
08.08.2019;DE0358643629;КЛОСТРИД
08.08.2019;RU3101090116968;КЛОСТРИД
08.08.2019;DE0358664388;КЛОСТРИД
08.08.2019;RU3101090116828;КЛОСТРИД
08.08.2019;RU3101090116901;КЛОСТРИД
08.08.2019;RU3101090117480;КЛОСТРИД
08.08.2019;RU3101090117597;КЛОСТРИД
08.08.2019;RU3101090117808;КЛОСТРИД
08.08.2019;RU3101090117741;КЛОСТРИД
08.08.2019;RU3101090118232;КЛОСТРИД
08.08.2019;RU3101090117975;КЛОСТРИД
