Date;CowID;CowDiagnosis;HealSchema;HealPrep;HealDays
15.04.2020;NL0872362789;Мастит;Схема №1.4;КЛ2Q;9
15.04.2020;NL0924970432;Мастит;Схема №1.3;КБКТН.3Q;5
15.04.2020;RU3111005003087;Мастит;Схема №1.3;КБКТН.2Q;5
15.04.2020;RU3111005002872;Мастит;Схема №1.3;КБКТН.4Q;5
15.04.2020;DE0358914686;Мастит;Схема №1.3;КБК1.4Q;5
15.04.2020;NL0659087436;Мастит;Схема №1.3;КБКТН.1Q;5
15.04.2020;RU3110204121159;Мастит;Схема №1.11;КЛАМВ.2Q;5
16.04.2020;RU3111005016301;Мастит;Схема №1.3;КБКТН.4Q;5
16.04.2020;RU3101090117932;Мастит;Схема №1.3;КБКТН.2Q;5
16.04.2020;RU3101090119508;Мастит;Схема №1.4;АТРФЯ.4Q;9
16.04.2020;RU3101090126507;Мастит;Схема №1.2;МСТВК.1Q;5
16.04.2020;RU3101090126088;Мастит;Схема №1.3;КБКТН.3Q;5
16.04.2020;DE0358690822;Мастит;Схема №1.1;МСТВН.2Q;5
16.04.2020;RU3101090116968;Мастит;Схема №1.1;МСТВН.1Q;5
16.04.2020;RU3101090106778;Мастит;Схема №1.1;МСТВН.4Q;5
16.04.2020;RU3101090116629;Мастит;Схема №1.1;МСТВН.1Q;5
16.04.2020;RU3101090118055;Мастит;Схема №1.1;МСТВН.4Q;5
16.04.2020;RU3101150103459;Мастит;Схема №1.3;КБКТН.4;5
16.04.2020;RU3101150109592;Мастит;Схема №1.3;КБКТН.4;5
16.04.2020;RU3101090118043;Мастит;Схема №1.2;МСТВК.24;5
16.04.2020;RU3111005003368;Мастит;Схема №1.3;КБКТН.4Q;5
16.04.2020;RU3111005017091;Мастит;Схема №1.11;KLMBT34Q;5
16.04.2020;NL0875490300;Мастит;Схема №1.11;KLMBT.2Q;5
17.04.2020;DE0358643685;Мастит;Схема №1.3;КБКТН.3Q;5
17.04.2020;RU3111005016208;Мастит;Схема №1.3;КБКТН.4Q;5
17.04.2020;NL0694346055;Мастит;Схема №1.11;KLMBT.2Q;5
18.04.2020;RU3101090125717;Мастит;Схема №1.3;КБКТН.3;5
18.04.2020;RU3101090117764;Мастит;Схема №1.1;МСТВН.3Q;5
18.04.2020;RU3101090115859;Мастит;Схема №1.1;МСТВН.4Q;5
18.04.2020;RU3101090125556;Мастит;Схема №1.1;МСТВН.4Q;5
18.04.2020;RU3101090117186;Мастит;Схема №1.2;МСТВК.3Q;5
18.04.2020;NL0656596458;Мастит;Схема №1.3;КБКТН.4Q;5
19.04.2020;RU3101090126965;Мастит;Схема №1.2;МСТВК.3Q;5
19.04.2020;RU3101090124192;Мастит;Схема №1.2;МСТВК.2Q;5
19.04.2020;RU3101090117121;Мастит;Схема №1.3;КБКТН.1Q;5
19.04.2020;RU3101090125961;Мастит;Схема №1.1;МСТВН.24;5
19.04.2020;RU3101090119104;Мастит;Схема №1.1;МСТВН.1Q;5
19.04.2020;DE0360160970;Мастит;Схема №1.3;КБК.2,4Q;5
19.04.2020;RU3101100503663;Мастит;Схема №1.3;КБКТН.4Q;5
19.04.2020;NL0922890020;Мастит;Схема №1.3;КБКТН.3Q;5
20.04.2020;RU3101150108265;Мастит;Схема №1.3;КБКТН.3;5
20.04.2020;RU3101150103459;Мастит;Схема №1.3;КБКТН.LH;5
20.04.2020;RU3101100503662;Мастит;Схема №1.3;КБКТН.24;5
20.04.2020;NL0725995717;Мастит;Схема №1.3;КБКТН.2Q;5
20.04.2020;RU3101090126328;Мастит;Схема №1.2;МСТВК.34;5
20.04.2020;RU3110204121159;Мастит;Схема №1.3;КБКТН.2Q;5
20.04.2020;RU3111005002872;Мастит;Схема №1.3;КБК2.4Q;5
20.04.2020;NL0662197010;Мастит;Схема №1.3;KBKTN.2Q;5
20.04.2020;RU3101150175738;Мастит;Схема №1.2;МСТВ234Q;5
21.04.2020;RU3111005016301;Мастит;Схема №1.3;КБКТН.4Q;5
21.04.2020;RU3101090118832;Мастит;Схема №1.1;МСТВН.3Q;5
21.04.2020;RU3111005003368;Мастит;Схема №1.3;КБКТН.4Q;5
21.04.2020;DE0358690822;Мастит;Схема №1.3;КБКТН.2Q;5
21.04.2020;RU3101090116629;Мастит;Схема №1.2;МСТВК.1Q;5
21.04.2020;RU3101090117304;Мастит;Схема №1.1;МСТВН.1Q;5
21.04.2020;DE0358644106;Мастит;Схема №1.1;МСТВН.24;5
21.04.2020;RU3101090126730;Мастит;Схема №1.4;АТРФЯ23Q;9
21.04.2020;NL0654570962;Мастит;Схема №1.3;KBKTN.4Q;5
22.04.2020;RU3101150109495;Мастит;Схема №1.1;МСТВН.4;5
22.04.2020;RU3101150108219;Мастит;Схема №1.1;МСТВН.4;5
22.04.2020;RU3101150108971;Мастит;Схема №1.1;МСТВН.3;5
22.04.2020;RU3101090118815;Мастит;Схема №1.1;МСТВН.2Q;5
22.04.2020;RU3101090125350;Мастит;Схема №1.1;МСТВН.1Q;5
22.04.2020;RU3101090118371;Мастит;Схема №1.3;КБКТН.13;5
22.04.2020;DE0358643685;Мастит;Схема №1.1;МСТВН.3Q;5
22.04.2020;RU3111005017091;Мастит;Схема №1.11;KLMBT.4Q;5
23.04.2020;NL0615719982;Мастит;Схема №1.1;МСТВН.1Q;5
23.04.2020;NL0875490300;Мастит;Схема №1.3;KBK234;5
23.04.2020;NL0694346055;Мастит;Схема №1.3;KBKTN.2Q;5
23.04.2020;RU3101150103459;Мастит;Схема №1.1;МСТВН.4;5
23.04.2020;RU3101090126631;Мастит;Схема №1.2;МСТВК.4Q;5
23.04.2020;RU3101090115985;Мастит;Схема №1.2;МСТВК.2Q;5
23.04.2020;RU3101090126373;Мастит;Схема №1.2;МСТВК.34;5
23.04.2020;RU3101090116865;Мастит;Схема №1.1;МСТВН.2Q;5
24.04.2020;RU3101090119203;Мастит;Схема №1.2;МСТВК.3Q;5
24.04.2020;RU3101090128543;Мастит;Схема №1.2;МСТВК.4Q;5
24.04.2020;NL0931406090;Мастит;Схема №1.1;МСТВН.4Q;5
24.04.2020;RU3101090109147;Мастит;Схема №1.3;КБКТН.2Q;5
24.04.2020;RU3101090124192;Мастит;Схема №1.3;КБКТН.2Q;5
24.04.2020;RU3101090127552;Мастит;Схема №1.4;АТРФЯ.4Q;9
24.04.2020;DE0358690822;Мастит;Схема №1.1;МСТВН.4Q;5
24.04.2020;DE0358626059;Мастит;Схема №1.1;МСТВН.3Q;5
24.04.2020;RU3101090128027;Мастит;Схема №1.2;МСТВК.13;5
24.04.2020;RU3101100503663;Мастит;Схема №1.3;КБКТН.4Q;5
24.04.2020;RU3111005003087;Мастит;Схема №1.1;МСТВН.2Q;5
24.04.2020;RU3101090126965;Мастит;Схема №1.3;КБКТН.3Q;5
24.04.2020;RU3101090116177;Мастит;Схема №1.1;МСТВН.3Q;5
24.04.2020;DE0360160970;Мастит;Схема №1.3;КБК.2.4Q;5
25.04.2020;RU3101150109495;Мастит;Схема №1.1;МСТВН.3;5
25.04.2020;RU3111005002872;Мастит;Схема №1.1;МСТВН.2Q;5
25.04.2020;RU3101100503662;Мастит;Схема №1.1;МСТВН.2Q;5
25.04.2020;RU3111005002872;Мастит;Схема №1.4;КЛНет схемы4Q;9
25.04.2020;RU3101150175738;Мастит;Схема №1.2;МСТВК.3Q;5
25.04.2020;NL0646035600;Мастит;Схема №1.1;МСТВН.3Q;5
26.04.2020;RU3111005003368;Мастит;Схема №1.1;МСТВН.4Q;5
26.04.2020;RU3110204121294;Мастит;Схема №1.11;КЛАМВ.3Q;5
26.04.2020;RU3101090117304;Мастит;Схема №1.2;МСТВК.1Q;5
26.04.2020;RU3101090124877;Мастит;Схема №1.2;МСТВК.2Q;5
26.04.2020;RU3111005016301;Мастит;Схема №1.1;МСТВН.34;5
26.04.2020;RU3110204120912;Мастит;Схема №1.11;КЛАМВ.4Q;5
26.04.2020;NL0662197010;Мастит;Схема №1.3;KBKTN.2Q;5
27.04.2020;RU3101150108971;Мастит;Схема №1.1;МСТВН.3;5
27.04.2020;RU3110204121362;Мастит;Схема №1.11;КЛАМВ.4Q;5
27.04.2020;RU3111005016155;Мастит;Схема №1.1;МСТВН.4Q;5
27.04.2020;DE0358643685;Мастит;Схема №1.1;МСТВН.34;5
27.04.2020;RU3101090124192;Мастит;Схема №1.3;КБКТН.2Q;5
27.04.2020;NL0654570962;Мастит;Схема №1.3;KBKTN.4Q;5
28.04.2020;RU3101090124183;Мастит;Схема №1.1;МСТВН.3Q;5
28.04.2020;RU3101150103459;Мастит;Схема №1.1;МСТВН.4;5
28.04.2020;RU3101090118369;Мастит;Схема №1.2;МСТВК.4Q;5
28.04.2020;RU3101090117024;Мастит;Схема №1.1;МСТВН.2Q;5
28.04.2020;RU3101090117764;Мастит;Схема №1.1;МСТВН.3Q;5
28.04.2020;RU3101090118297;Мастит;Схема №1.1;МСТВН.4Q;5
28.04.2020;NL0615719982;Мастит;Схема №1.3;КБКТН.1Q;5
28.04.2020;NL0656267097;Мастит;Схема №1.1;МСТВН.3Q;5
28.04.2020;NL0920957897;Мастит;Схема №1.1;МСТ1,4Q;5
29.04.2020;RU3101090126018;Мастит;Схема №1.3;КБКТН.3Q;5
29.04.2020;RU3101090127445;Мастит;Схема №1.1;МСТВН.3Q;5
29.04.2020;RU3101090127052;Мастит;Схема №1.3;КБКТН.3Q;5
29.04.2020;RU3101090118369;Мастит;Схема №1.3;КБКТН.4Q;5
29.04.2020;RU3101090124801;Мастит;Схема №1.3;КБКТН.4Q;5
29.04.2020;RU3101090115985;Мастит;Схема №1.4;АТРФЯ.2Q;9
29.04.2020;RU3101090116177;Мастит;Схема №1.2;МСТВК.3Q;5
29.04.2020;RU3101090128543;Мастит;Схема №1.4;АТРФЯ.4Q;9
29.04.2020;DE0360531151;Мастит;Схема №1.11;KLMBT.4Q;5
29.04.2020;NL0875490300;Мастит;Схема №1.11;KLMBT34Q;5
29.04.2020;NL0694346055;Мастит;Схема №1.11;KLMBT.1Q;5
29.04.2020;DE0360160970;Мастит;Схема №1.1;МСТВН.24;5
30.04.2020;RU3101090125961;Мастит;Схема №1.1;МСТВН.2Q;5
30.04.2020;RU3101090118043;Мастит;Схема №1.1;МСТВН.4Q;5
30.04.2020;RU3101100503662;Мастит;Схема №1.2;МСТВК.2Q;5
01.05.2020;RU3101150108842;Мастит;Схема №1.4;АТРФЯ.3;9
01.05.2020;RU3101090118038;Мастит;Схема №1.1;МСТВН.2Q;5
01.05.2020;RU3110204130803;Мастит;Схема №1.11;КЛАМВ.2Q;5
01.05.2020;RU3101150109141;Мастит;Схема №1.1;МСТВН.1;5
01.05.2020;RU3111005016208;Мастит;Схема №1.2;МСТВК.4Q;5
01.05.2020;NL0656596458;Мастит;Схема №1.2;МСТВК.4Q;5
02.05.2020;RU3101090118861;Мастит;Схема №1.1;МСТВН.3Q;5
02.05.2020;RU3101090117497;Мастит;Схема №1.1;МСТВН.2Q;5
02.05.2020;RU3101090116988;Мастит;Схема №1.1;МСТВН34Q;5
02.05.2020;RU3101090119615;Мастит;Схема №1.1;МСТВН.3Q;5
02.05.2020;RU3101090125849;Мастит;Схема №1.1;МСТВН.12;5
02.05.2020;RU3101090117186;Мастит;Схема №1.1;МСТВН.3Q;5
02.05.2020;NL0662197010;Мастит;Схема №1.11;KLMBT.2Q;5
02.05.2020;RU3111005017083;Мастит;Схема №1.11;KLMBT.2Q;5
02.05.2020;RU3111005017102;Мастит;Схема №1.11;KLMBT.1Q;5
03.05.2020;RU3101090127552;Мастит;Схема №1.4;АТРФЯ.4Q;9
03.05.2020;NL0654570962;Мастит;Схема №1.3;KBKTN.34;5
03.05.2020;DE1501162494;Мастит;Схема №1.3;KBKTN.1Q;5
03.05.2020;NL0720220739;Мастит;Схема №1.2;МСТВК.12;5
04.05.2020;RU3101090116177;Мастит;Схема №1.1;МСТВН.3Q;5
04.05.2020;RU3110204130348;Мастит;Схема №1.11;КЛАМВ.2Q;5
04.05.2020;RU3101090127445;Мастит;Схема №1.1;МСТВН.3Q;5
04.05.2020;NL0875490300;Мастит;Схема №1.4;KL234;9
04.05.2020;DE0360160970;Мастит;Схема №1.2;МСТВК.4Q;5
05.05.2020;RU3101150109592;Мастит;Схема №1.2;МСТВК.4Д;5
05.05.2020;RU3101150106649;Мастит;Схема №1.2;МСТВК.2Д;5
05.05.2020;RU3101090118043;Мастит;Схема №1.1;МСТВН.2Q;5
05.05.2020;RU3101090125961;Мастит;Схема №1.1;МСТВН.2Q;5
05.05.2020;RU3101090117787;Мастит;Схема №1.1;МСТВН.4Q;5
05.05.2020;NL0694346055;Мастит;Схема №1.11;KLMBT.3Q;5
05.05.2020;RU3101100503662;Мастит;Схема №1.4;КЛ2,4Q;9
06.05.2020;RU3101150173961;Мастит;Схема №1.3;КБКТН.3Q;5
06.05.2020;RU3101090118038;Мастит;Схема №1.4;АТРФЯ.1Q;9
06.05.2020;RU3101090128137;Мастит;Схема №1.1;МСТВН.4Q;5
06.05.2020;RU3101150173925;Мастит;Схема №1.3;КБКТН.4Q;5
06.05.2020;RU3101150109141;Мастит;Схема №1.2;МСТВК.1Д;5
06.05.2020;RU3110204130568;Мастит;Схема №1.11;КЛАМВ.4Q;5
06.05.2020;NL0931406090;Мастит;Схема №1.2;МСТВК.4Q;5
06.05.2020;RU3101100503663;Мастит;Схема №1.2;МСТВК.4Q;5
06.05.2020;RU3111005016208;Мастит;Схема №1.2;МСТВК.4Q;5
06.05.2020;RU3111005016155;Мастит;Схема №1.2;МСТВК.4Q;5
06.05.2020;NL0646035600;Мастит;Схема №1.2;МСТВК.3Q;5
07.05.2020;RU3101090116988;Мастит;Схема №1.1;МСТВН34Q;5
07.05.2020;RU3101090118350;Мастит;Схема №1.1;МСТВН.2Q;5
07.05.2020;DE0358674341;Мастит;Схема №1.1;МСТВН.3Q;5
07.05.2020;RU3101090117497;Мастит;Схема №1.4;АТРФЯ.2Q;9
07.05.2020;RU3101090119615;Мастит;Схема №1.4;АТРФЯ.3Q;9
07.05.2020;RU3101090124183;Мастит;Схема №1.1;МСТВН.3Q;5
07.05.2020;RU3110204120683;Мастит;Схема №1.11;КЛАМВ.3Q;5
07.05.2020;RU3110204140559;Мастит;Схема №1.11;КЛАМВ.4Q;5
07.05.2020;RU3111005007508;Мастит;Схема №1.11;KLMBT.3Q;5
08.05.2020;RU3101090124434;Мастит;Схема №1.1;МСТВН.3Q;5
08.05.2020;RU3101090128543;Мастит;Схема №1.4;АТРФЯ.4Q;9
08.05.2020;RU3101090126507;Мастит;Схема №1.3;КБКТ234;5
08.05.2020;RU3101090116740;Мастит;Схема №1.1;МСТВН.2Q;5
08.05.2020;RU3101090124582;Мастит;Схема №1.3;КБКТН.3Q;5
08.05.2020;RU3101090125826;Мастит;Схема №1.1;МСТВН.2Q;5
08.05.2020;RU3101090117024;Мастит;Схема №1.1;МСТВН.2Q;5
08.05.2020;RU3111005017083;Мастит;Схема №1.3;KBKTN.2Q;5
08.05.2020;NL0662197010;Мастит;Схема №1.3;KBKTN.2Q;5
08.05.2020;NL0654570962;Мастит;Схема №1.4;KL4;9
08.05.2020;NL0620411288;Мастит;Схема №1.4;KL2;9
08.05.2020;RU3111005017048;Мастит;Схема №1.2;МСТВК.4Q;5
08.05.2020;NL0720220739;Мастит;Схема №1.2;МСТВК.1Q;5
09.05.2020;RU3101090125556;Мастит;Схема №1.1;МСТВН.1Q;5
09.05.2020;RU3101090118847;Мастит;Схема №1.4;АТРФЯ.4Q;9
09.05.2020;RU3101090126018;Мастит;Схема №1.4;АТРФЯ.3Q;9
09.05.2020;RU3101090116177;Мастит;Схема №1.1;МСТВН.3Q;5
09.05.2020;RU3110204130348;Мастит;Схема №1.11;КЛАМВ.2Q;5
09.05.2020;NL0656596458;Мастит;Схема №1.2;МСТВК.3Q;5
10.05.2020;RU3101090119062;Мастит;Схема №1.1;МСТВН.4Q;5
10.05.2020;RU3101090124192;Мастит;Схема №1.1;МСТВН.3Q;5
11.05.2020;RU3101090128137;Мастит;Схема №1.1;МСТВН.4Q;5
11.05.2020;RU3110204121073;Мастит;Схема №1.11;КЛАМВ.3Q;5
11.05.2020;RU3101090127583;Мастит;Схема №1.1;МСТВН.24;5
11.05.2020;RU3101090126871;Мастит;Схема №1.3;КБКТН.1Q;5
11.05.2020;RU3101090126602;Мастит;Схема №1.1;МСТВН.4Q;5
11.05.2020;RU3101090118324;Мастит;Схема №1.3;КБКТН.2Q;5
11.05.2020;RU3111005016208;Мастит;Схема №1.2;МСТВК.4Q;5
12.05.2020;RU3101090116988;Мастит;Схема №1.1;МСТВН.34;5
12.05.2020;RU3110204120683;Мастит;Схема №1.3;КБКТН.3Q;5
12.05.2020;DE0358674341;Мастит;Схема №1.1;МСТВН.3Q;5
12.05.2020;RU3101090102525;Мастит;Схема №1.1;МСТВН.2Q;5
12.05.2020;RU3110204140559;Мастит;Схема №1.11;КЛАМВ.4Q;5
12.05.2020;RU3101090126304;Мастит;Схема №1.3;КБКТН.2Q;5
12.05.2020;RU3101090127572;Мастит;Схема №1.1;МСТВН.3Q;5
12.05.2020;RU3101090116356;Мастит;Схема №1.1;МСТВН.1Q;5
12.05.2020;RU3101100516380;Мастит;Схема №1.2;МСТВК.4Q;5
13.05.2020;RU3101090116681;Мастит;Схема №1.1;МСТВН.2Q;5
13.05.2020;RU3101090125961;Мастит;Схема №1.1;МСТВН.2Q;5
13.05.2020;RU3110204121362;Мастит;Схема №1.11;КЛАМВ.3Q;5
13.05.2020;RU3101090116740;Мастит;Схема №1.1;МСТВН.2Q;5
13.05.2020;DE0360296689;Мастит;Схема №1.3;KBKTN.3Q;5
13.05.2020;NL0720220739;Мастит;Схема №1.2;МСТВК.1Q;5
13.05.2020;NL0877090210;Мастит;Схема №1.2;МСТВК.2Q;5
14.05.2020;RU3101090117497;Мастит;Схема №1.1;МСТВН.2Q;5
14.05.2020;DE0360855129;Мастит;Схема №1.4;АТРФЯ.14;9
14.05.2020;RU3101090128296;Мастит;Схема №1.1;МСТВН.3Q;5
14.05.2020;RU3111005017392;Мастит;Схема №1.11;КЛАМВ.4Q;5
14.05.2020;RU3101090125556;Мастит;Схема №1.4;АТРФЯ.2Q;9
14.05.2020;RU3101090124192;Мастит;Схема №1.3;КБКТН.3Q;5
14.05.2020;RU3101090118324;Мастит;Схема №1.1;МСТВН.2Q;5
14.05.2020;RU3101090118038;Мастит;Схема №1.1;МСТВН.1Q;5
14.05.2020;RU3101090126616;Мастит;Схема №1.3;КБКТН.1Q;5
14.05.2020;RU3101150173925;Мастит;Схема №1.1;МСТВН.4Q;5
14.05.2020;RU3101090126955;Мастит;Схема №1.2;МСТВК.2Q;5
14.05.2020;RU3101090125859;Мастит;Схема №1.3;КБКТН.3Q;5
14.05.2020;RU3111005017083;Мастит;Схема №1.3;KBKTN.2Q;5
14.05.2020;RU3101100503663;Мастит;Схема №1.2;МСТВК.2Q;5
15.05.2020;RU3101090117787;Мастит;Схема №1.1;МСТВН.3Q;5
15.05.2020;RU3101050300502;Мастит;Схема №1.3;КБКТН.1;5
15.05.2020;RU3101150108466;Мастит;Схема №1.3;КБКТН.23;5
16.05.2020;RU3101090119615;Мастит;Схема №1.4;АТРФЯ.3Q;9
16.05.2020;RU3101090116713;Мастит;Схема №1.1;МСТВН.3Q;5
16.05.2020;DE0360778425;Мастит;Схема №1.1;МСТВН.2Q;5
16.05.2020;RU3101090117769;Мастит;Схема №1.1;МСТВН.1Q;5
16.05.2020;RU3101090125460;Мастит;Схема №1.1;МСТВН.3Q;5
16.05.2020;RU3101090126602;Мастит;Схема №1.2;МСТВК.4Q;5
16.05.2020;RU3101090119062;Мастит;Схема №1.1;МСТВН.2Q;5
17.05.2020;RU3110204130117;Мастит;Схема №1.11;КЛАМВ.2Q;5
17.05.2020;RU3101090127572;Мастит;Схема №1.3;КБКТН.3Q;5
17.05.2020;RU3101090128543;Мастит;Схема №1.4;АТРФЯ.4Q;9
17.05.2020;RU3101090128157;Мастит;Схема №1.1;МСТВН.4Q;5
17.05.2020;DE0358674341;Мастит;Схема №1.1;МСТВН.3Q;5
17.05.2020;RU3110204140559;Мастит;Схема №1.3;КБКТН.4Q;5
17.05.2020;RU3101090125859;Мастит;Схема №1.1;МСТВН.3Q;5
17.05.2020;NL0942007842;Мастит;Схема №1.2;МСТВ 3.4;5
18.05.2020;RU3101090126014;Мастит;Схема №1.1;МСТВН.2Q;5
18.05.2020;RU3101090118177;Мастит;Схема №1.1;МСТВН.1Q;5
18.05.2020;RU3110204130357;Мастит;Схема №1.3;КБКТН.1Q;5
18.05.2020;RU3101090117932;Мастит;Схема №1.4;АТРA1Нет схемы4;9
18.05.2020;RU3101090127552;Мастит;Схема №1.4;АТРФЯ.34;9
18.05.2020;RU3101150109351;Мастит;Схема №1.3;КБКТН.1,;5
18.05.2020;RU3101090126018;Мастит;Схема №1.4;АТРФЯ.3Q;9
18.05.2020;RU3101150109718;Мастит;Схема №1.3;КБКТН.3;5
18.05.2020;RU3101090118350;Мастит;Схема №1.3;КБКТН.24;5
18.05.2020;RU3101090128324;Мастит;Схема №1.3;КБКТН3Д;5
18.05.2020;RU3101090126507;Мастит;Схема №1.3;КБКТН.23;5
18.05.2020;DE0035862377;Мастит;Схема №1.1;МСТВН.3Q;5
18.05.2020;RU3101050300502;Мастит;Схема №1.3;КБКТН.1;5
18.05.2020;RU3110204121589;Мастит;Схема №1.3;КБКТН.4Q;5
18.05.2020;RU3111005007657;Мастит;Схема №1.4;KL2;9
18.05.2020;NL0720220739;Мастит;Схема №1.2;МСТВК.1Q;5
19.05.2020;RU3101150173925;Мастит;Схема №1.2;МСТВК.4Q;5
19.05.2020;DE1501162494;Мастит;Схема №1.3;KBKTN.1Q;5
19.05.2020;DE0360296689;Мастит;Схема №1.3;KBKTN.3Q;5
19.05.2020;RU3111005017083;Мастит;Схема №1.4;KL234;9
19.05.2020;RU3111005006360;Мастит;Схема №1.2;МСТВК.4Q;5
20.05.2020;DE0361056983;Мастит;Схема №1.4;АТРФЯ.2Q;9
20.05.2020;RU3101090125145;Мастит;Схема №1.2;МСТВК.1Q;5
20.05.2020;RU3101090118297;Мастит;Схема №1.2;МСТВК.2Q;5
20.05.2020;RU3101090116988;Мастит;Схема №1.2;МСТВК 23;5
20.05.2020;DE0361056983;Мастит;Схема №1.2;МСТВК.1Q;5
20.05.2020;RU3101100502621;Мастит;Схема №1.3;КБКТН.3Q;5
20.05.2020;RU3101090125891;Мастит;Схема №1.1;МСТВН.4Q;5
20.05.2020;DE0539271317;Мастит;Схема №1.3;KBKTN12Q;5
21.05.2020;RU3101090118537;Мастит;Схема №1.1;МСТВН.3Q;5
21.05.2020;RU3101090116276;Мастит;Схема №1.1;МСТВН.34;5
21.05.2020;RU3110204140610;Мастит;Схема №1.11;КЛАМВ.1Q;5
21.05.2020;DE0360778425;Мастит;Схема №1.1;МСТВН.2Q;5
21.05.2020;RU3101090117497;Мастит;Схема №1.1;МСТВН.13;5
21.05.2020;RU3101050300502;Мастит;Схема №1.3;КБКТН.1Д;5
21.05.2020;RU3101090116713;Мастит;Схема №1.1;МСТВН.2Q;5
21.05.2020;RU3101090128774;Мастит;Схема №1.4;АТРФЯ.4Q;9
21.05.2020;RU3101090126602;Мастит;Схема №1.4;АТРФЯ.4Q;9
21.05.2020;DE0360697107;Мастит;Схема №1.11;KLMBT.3Q;5
22.05.2020;RU3101090126309;Мастит;Схема №1.1;МСТВН.4Q;5
22.05.2020;RU3110204121616;Мастит;Схема №1.11;КЛАМВ.4Q;5
22.05.2020;RU3101090128296;Мастит;Схема №1.1;МСТВН.4Q;5
22.05.2020;RU3110204121680;Мастит;Схема №1.11;КЛАМВ.3Q;5
22.05.2020;RU3101090124654;Мастит;Схема №1.1;МСТВН.1Q;5
22.05.2020;RU3101090128137;Мастит;Схема №1.1;МСТВН.4Q;5
22.05.2020;RU3101100503050;Мастит;Схема №1.4;KL1;9
22.05.2020;RU3101090117024;Мастит;Схема №1.1;МСТВН.4Q;5
22.05.2020;RU3101090125767;Мастит;Схема №1.1;МСТВН.34;5
23.05.2020;NL0738324258;Мастит;Схема №1.11;KLMBT.2Q;5
23.05.2020;RU3101150109351;Мастит;Схема №1.3;КБКТН.2Д;5
23.05.2020;NL0720220739;Мастит;Схема №1.3;КБКТН.1Q;5
24.05.2020;RU3101090109147;Мастит;Схема №1.1;МСТВН.2Q;5
24.05.2020;DE0035862377;Мастит;Схема №1.1;МСТВН.3Q;5
25.05.2020;RU3101090116392;Мастит;Схема №1.1;МСТВН.2Q;5
25.05.2020;RU3101090117200;Мастит;Схема №1.1;МСТВН.2Q;5
25.05.2020;RU3101090119615;Мастит;Схема №1.4;АТРФЯ.3Q;9
26.05.2020;DE0360296689;Мастит;Схема №1.11;KLMBT.1Q;5
26.05.2020;DE1501162494;Мастит;Схема №1.11;KLMBT.1Q;5
26.05.2020;DE0539271317;Мастит;Схема №1.3;KBKTN12Q;5
26.05.2020;RU3101150109351;Мастит;Схема №1.3;КБКТН.2;5
26.05.2020;RU3111005016377;Мастит;Схема №1.2;МСТ3,4Q;5
26.05.2020;RU3101090119062;Мастит;Схема №1.1;МСТВН.13;5
26.05.2020;RU3101090116663;Мастит;Схема №1.1;МСТВН.2Q;5
26.05.2020;RU3101090116563;Мастит;Схема №1.1;МСТВН.3Q;5
26.05.2020;RU3101090117168;Мастит;Схема №1.1;МСТВН.4Q;5
26.05.2020;RU3110204140610;Мастит;Схема №1.11;КЛАМВ.1Q;5
26.05.2020;RU3101090128543;Мастит;Схема №1.4;АТРФЯ.4Q;9
27.05.2020;DE0360697107;Мастит;Схема №1.11;KLMBT.3Q;5
27.05.2020;RU3111005007421;Мастит;Схема №1.2;МСТВК.1Q;5
27.05.2020;RU3101100503662;Мастит;Схема №1.2;МСТВК.2Q;5
27.05.2020;RU3111005017048;Мастит;Схема №1.2;МСТВК.4Q;5
27.05.2020;RU3101090117024;Мастит;Схема №1.1;МСТВН.2Q;5
27.05.2020;RU3101090128137;Мастит;Схема №1.4;АТРФЯ.4Q;9
27.05.2020;RU3101090126309;Мастит;Схема №1.1;МСТВН.4Q;5
27.05.2020;RU3101090126018;Мастит;Схема №1.4;АТРФЯ.3Q;9
27.05.2020;RU3101090128296;Мастит;Схема №1.2;МСТВК.4Q;5
27.05.2020;RU3111005003361;Мастит;Схема №1.2;МСТВК.4Q;5
27.05.2020;NL0754086280;Мастит;Схема №1.2;МСТ1,2Q;5
28.05.2020;RU3101150109923;Мастит;Схема №1.1;МСТВН.24;5
28.05.2020;RU3101090126584;Мастит;Схема №1.1;МСТВН.1Д;5
28.05.2020;NL0679209036;Мастит;Схема №1.2;МСТВК.4Q;5
28.05.2020;DE0358643685;Мастит;Схема №1.2;МСТВК.3Q;5
28.05.2020;DE0361085274;Мастит;Схема №1.11;КЛАМВ.3Q;5
28.05.2020;RU3110204140517;Мастит;Схема №1.11;КЛАМВ.4Q;5
28.05.2020;RU3101090118537;Мастит;Схема №1.1;МСТВН.3Q;5
28.05.2020;RU3101090117024;Мастит;Схема №1.1;МСТВН.4Q;5
28.05.2020;RU3101090125145;Мастит;Схема №1.1;МСТВН.2Q;5
29.05.2020;DE0361014567;Мастит;Схема №1.11;KLMBT24Q;5
29.05.2020;NL0738324258;Мастит;Схема №1.1;MSTVH.2Q;5
29.05.2020;RU3101090116180;Мастит;Схема №1.1;МСТВН.3Q;5
29.05.2020;RU3101090109147;Мастит;Схема №1.1;МСТВН.3Q;5
29.05.2020;DE0360855129;Мастит;Схема №1.1;МСТВН.24;5
29.05.2020;RU3101090118038;Мастит;Схема №1.1;МСТВН.1Q;5
30.05.2020;RU3101100516380;Мастит;Схема №1.2;МСТВК.4Q;5
