Date;CowID;CowMass
14.07.2020;RU3101100546878;320
14.07.2020;RU3110204122729;287
14.07.2020;RU3101100548630;374
14.07.2020;RU3110204122580;309
14.07.2020;RU3101100547753;296
14.07.2020;RU3101100548546;405
15.07.2020;RU3110204140878;326
15.07.2020;RU3110204122541;295
15.07.2020;RU3101100546883;323
15.07.2020;RU3101100548573;377
16.07.2020;RU3111005048851;361
16.07.2020;RU3110204122575;360
16.07.2020;RU3101100546248;327
16.07.2020;RU3111005046357;360
16.07.2020;RU3101100548720;362
16.07.2020;RU3101100548674;331
16.07.2020;RU3110204122628;302
16.07.2020;RU3111005048854;339
16.07.2020;RU3101100548790;305
16.07.2020;RU3111005046275;318
16.07.2020;RU3111005046359;360
21.07.2020;RU3111005048982;349
21.07.2020;RU3111005048837;282
21.07.2020;RU3110204122870;294
21.07.2020;RU3110204122832;270
21.07.2020;RU3101100546463;276
21.07.2020;RU3110204122844;302
21.07.2020;RU3111005048877;333
21.07.2020;RU3110204122632;308
21.07.2020;RU3101100546986;356
21.07.2020;RU3110204122840;344
22.07.2020;RU3111005046272;364
22.07.2020;RU3110204122733;280
22.07.2020;RU3101100546529;312
22.07.2020;RU3101100546590;243
22.07.2020;RU3110204123168;212
22.07.2020;RU3110204140875;279
22.07.2020;RU3110204123172;198
22.07.2020;RU3101100547786;269
22.07.2020;RU3101100546730;197
22.07.2020;RU3101100547753;313
22.07.2020;RU3101100547803;222
23.07.2020;RU3101100546634;196
23.07.2020;RU3101100546566;265
25.07.2020;RU3101100546670;196
25.07.2020;RU3101100546588;194
25.07.2020;RU3101100546795;172
28.07.2020;RU3101100546681;183
28.07.2020;RU3110204122823;198
29.07.2020;RU3101100547066;131
29.07.2020;RU3110204122954;142
29.07.2020;RU3101100546855;180
29.07.2020;RU3101100547338;137
29.07.2020;RU3101100547340;125
29.07.2020;RU3101100547029;141
29.07.2020;RU3110204123294;150
29.07.2020;RU3110204123227;146
29.07.2020;RU3101100547297;152
29.07.2020;RU3110204123206;171
29.07.2020;RU3110204123340;133
29.07.2020;RU3101100547076;132
29.07.2020;RU3110204123313;150
31.07.2020;RU3101100547006;167
31.07.2020;RU3101100547403;97
31.07.2020;RU3101100547007;129
03.08.2020;RU3101100546248;358
03.08.2020;RU3101100548674;360
03.08.2020;RU3101100546991;339
03.08.2020;RU3101100546446;343
03.08.2020;RU3110204122885;376
03.08.2020;RU3111005048854;355
03.08.2020;RU3111005046359;380
03.08.2020;RU3101100547780;256
03.08.2020;RU3111005046275;337
03.08.2020;RU3110204122628;327
03.08.2020;RU3101100548790;322
04.08.2020;RU3110204122580;360
04.08.2020;RU3111005048950;378
04.08.2020;RU3111005048957;327
04.08.2020;RU3101100546412;341
04.08.2020;RU3110204122665;321
04.08.2020;RU3101100546378;360
04.08.2020;RU3110204122617;385
04.08.2020;RU3111005048382;362
04.08.2020;RU3101100546878;350
04.08.2020;RU3101100548708;360
05.08.2020;RU3110204122559;348
05.08.2020;RU3101100547762;300
05.08.2020;RU3101100546463;299
05.08.2020;RU3110204122729;317
05.08.2020;RU3110204122727;313
05.08.2020;RU3110204122541;313
07.08.2020;RU3111005048982;378
07.08.2020;RU3110204122840;361
07.08.2020;RU3110204122870;322
07.08.2020;RU3101100546986;376
10.08.2020;RU3101100548572;319
10.08.2020;RU3111005048877;360
10.08.2020;RU3101100546446;340
10.08.2020;RU3110204122844;325
10.08.2020;RU3110204122632;324
10.08.2020;RU3110204140878;346
10.08.2020;RU3110204122654;367
10.08.2020;RU3110204122832;301
10.08.2020;RU3110204122608;350
11.08.2020;RU3101100548578;373
11.08.2020;RU3111005046332;350
11.08.2020;RU3111005048859;372
11.08.2020;RU3110204140851;362
11.08.2020;RU3101100546512;317
11.08.2020;RU3101100546422;312
11.08.2020;RU3110204123172;202
11.08.2020;RU3110204122823;207
12.08.2020;RU3110204122733;298
12.08.2020;RU3101100546634;199
12.08.2020;RU3101100546654;198
12.08.2020;RU3101100546590;262
12.08.2020;RU3101100546588;216
12.08.2020;RU3110204140875;282
12.08.2020;RU3101100547786;272
12.08.2020;RU3101100546529;320
12.08.2020;RU3101100547753;337
12.08.2020;RU3101100547066;149
12.08.2020;RU3111005046375;300
12.08.2020;RU3110204123168;229
13.08.2020;RU3101100546566;275
13.08.2020;RU3111005046356;345
14.08.2020;RU3101100546855;185
14.08.2020;RU3101100546730;223
14.08.2020;RU3101100546670;229
14.08.2020;RU3101100547803;251
14.08.2020;RU3101100547108;191
14.08.2020;RU3101100546795;200
14.08.2020;RU3101100546681;201
15.08.2020;RU3101100548752;359
18.08.2020;RU3110204123227;174
18.08.2020;RU3101100547029;156
18.08.2020;RU3101100547340;147
18.08.2020;RU3110204123206;206
18.08.2020;RU3101100547297;176
18.08.2020;RU3110204123294;177
18.08.2020;RU3110204122954;162
18.08.2020;RU3110204123313;172
18.08.2020;RU3101100547076;150
18.08.2020;RU3101100547184;131
18.08.2020;RU3110204123340;154
18.08.2020;RU3101100547338;161
18.08.2020;RU3101100547006;195
20.08.2020;RU3111005048382;363
20.08.2020;RU3111005048846;288
20.08.2020;RU3101100549020;99
20.08.2020;RU3101100547246;99
20.08.2020;RU3101100546883;354
20.08.2020;RU3101100547249;101
20.08.2020;RU3101100547007;146
04.09.2020;RU3101100549837;107
04.09.2020;RU3101150166728;86
04.09.2020;RU3101090159406;104
08.09.2020;RU3110204122729;362
08.09.2020;RU3101100546512;357
08.09.2020;RU3101100546422;344
08.09.2020;RU3110204122870;339
08.09.2020;RU3111005046332;386
08.09.2020;RU3101100546529;336
08.09.2020;RU3110204122559;369
08.09.2020;RU3110204122665;353
08.09.2020;RU3110204122628;343
08.09.2020;RU3101100547753;380
08.09.2020;RU3111005046356;370
08.09.2020;RU3101100546878;372
08.09.2020;RU3111005046275;364
08.09.2020;RU3111005048957;350
08.09.2020;RU3101100546991;382
08.09.2020;RU3101100548790;340
08.09.2020;RU3110204122541;356
08.09.2020;RU3101100546412;369
09.09.2020;RU3111005048837;319
09.09.2020;RU3101100546590;283
09.09.2020;RU3101100546566;308
09.09.2020;RU3111005046375;323
09.09.2020;RU3110204140875;311
09.09.2020;RU3111005048846;322
09.09.2020;RU3101100547762;355
09.09.2020;RU3101090130418;314
09.09.2020;RU3101090156416;312
09.09.2020;RU3101090156215;372
09.09.2020;RU3101090156446;299
09.09.2020;RU3101150166490;287
09.09.2020;RU3101090156428;304
09.09.2020;RU3101150166301;311
09.09.2020;RU3101090130365;300
09.09.2020;RU3101090130388;285
09.09.2020;RU3101090156459;313
09.09.2020;RU3101090156380;315
09.09.2020;RU3101090156426;302
09.09.2020;RU3101090156460;322
09.09.2020;RU3101090130432;302
09.09.2020;RU3101090156255;373
09.09.2020;RU3101150166480;316
09.09.2020;RU3101090130386;318
10.09.2020;RU3101100547786;300
10.09.2020;RU3110204122632;343
10.09.2020;RU3110204122844;350
10.09.2020;RU3110204122608;386
10.09.2020;RU3101100546446;364
10.09.2020;RU3110204122733;341
10.09.2020;RU3101100546463;327
10.09.2020;RU3110204122832;317
10.09.2020;RU3110204140878;369
10.09.2020;RU3101100547803;274
10.09.2020;RU3101100547780;291
10.09.2020;RU3101100548572;339
14.09.2020;RU3101100549848;114
14.09.2020;RU3101100549803;99
14.09.2020;RU3101090157143;117
14.09.2020;RU3101090157153;124
14.09.2020;RU3101090159433;105
14.09.2020;RU3101090159430;127
14.09.2020;RU3101090159432;114
15.09.2020;RU3110204122727;349
15.09.2020;RU3110204123172;255
15.09.2020;RU3110204123168;260
15.09.2020;RU3110204122823;258
15.09.2020;RU3101100546654;233
15.09.2020;RU3101100546588;240
15.09.2020;RU3101100546730;257
16.09.2020;RU3110204122954;201
16.09.2020;RU3101100546670;271
16.09.2020;RU3101100546681;232
16.09.2020;RU3101100546634;245
17.09.2020;RU3110204123294;207
17.09.2020;RU3101100547066;191
17.09.2020;RU3110204123340;196
17.09.2020;RU3101100547184;164
17.09.2020;RU3101090130555;276
17.09.2020;RU3101090130486;285
17.09.2020;RU3101090130552;260
17.09.2020;RU3101090156620;283
17.09.2020;RU3101150166372;285
18.09.2020;RU3110204123206;254
18.09.2020;RU3101100547108;167
18.09.2020;RU3110204123313;207
18.09.2020;RU3101100546855;229
18.09.2020;RU3101100546795;245
18.09.2020;RU3101100547338;191
18.09.2020;RU3101100547297;213
18.09.2020;RU3101100547006;234
18.09.2020;RU3110204123227;220
21.09.2020;RU3101100549662;123
21.09.2020;RU3101090157103;96
21.09.2020;RU3101090157234;106
21.09.2020;RU3101090157223;107
21.09.2020;RU3101150166766;83
21.09.2020;RU3101150166743;113
22.09.2020;RU3101090156843;173
22.09.2020;RU3101090159131;152
22.09.2020;RU3101100547029;201
22.09.2020;RU3101090159160;154
22.09.2020;RU3101100547249;136
22.09.2020;RU3101100547340;188
22.09.2020;RU3101100547007;185
22.09.2020;RU3101090156832;110
22.09.2020;RU3101090156823;152
23.09.2020;RU3101100547592;153
23.09.2020;RU3101090159186;161
23.09.2020;RU3101090157221;151
23.09.2020;RU3101090159450;114
24.09.2020;RU3101100549020;132
24.09.2020;RU3101100547246;125
24.09.2020;RU3101100547403;153
24.09.2020;RU3101100549038;123
24.09.2020;RU3101100549089;130
24.09.2020;RU3101090157179;76
24.09.2020;RU3110204123302;214
24.09.2020;RU3110204123136;307
24.09.2020;RU3110204123272;227
24.09.2020;RU3110204123351;206
24.09.2020;RU3110204123291;203
24.09.2020;RU3110204123276;234
24.09.2020;RU3110204123341;250
24.09.2020;RU3110204123281;241
24.09.2020;RU3110204122960;169
24.09.2020;RU3101100547606;160
24.09.2020;RU3110204123377;178
24.09.2020;RU3110204122822;240
24.09.2020;RU3110204123373;170
24.09.2020;RU3110204123233;256
24.09.2020;RU3110204123044;264
25.09.2020;RU3101090156832;116
25.09.2020;RU3101100549103;112
25.09.2020;RU3101100549046;152
25.09.2020;RU3101100549779;123
25.09.2020;RU3101090156293;372
25.09.2020;RU3101090130242;362
25.09.2020;RU3101090130252;367
25.09.2020;RU3101090130286;366
25.09.2020;RU3101090130260;358
25.09.2020;RU3101150166455;362
27.09.2020;RU3110204123827;6,5 ЧЕРЕ
29.09.2020;RU3101100549999;74
29.09.2020;RU3101150166786;82
29.09.2020;RU3101090130311;377
29.09.2020;RU3101090130243;344
29.09.2020;RU3101090156304;371
29.09.2020;RU3101090130266;360
01.10.2020;RU3101100549197;100
01.10.2020;RU3101100549185;90
06.10.2020;RU3101100549440;84
09.10.2020;RU3111005046375;376
09.10.2020;RU3101100546566;342
09.10.2020;RU3110204140875;358
09.10.2020;RU3101100547786;350
09.10.2020;RU3101100546590;335
09.10.2020;RU3101100546878;426
09.10.2020;RU3110204122729;417
09.10.2020;RU3101100546463;365
09.10.2020;RU3101100547780;340
09.10.2020;RU3110204122844;417
09.10.2020;RU3101100546422;391
09.10.2020;RU3101100546529;388
09.10.2020;RU3101100546654;243
09.10.2020;RU3110204122665;407
09.10.2020;RU3110204122733;368
09.10.2020;RU3101100547803;310
09.10.2020;RU3101100546512;400
10.10.2020;RU3110204123168;281
10.10.2020;RU3101100546634;268
10.10.2020;RU3111005048846;366
10.10.2020;RU3110204123172;297
10.10.2020;RU3110204122727;390
10.10.2020;RU3110204122632;415
10.10.2020;RU3101100546670;306
10.10.2020;RU3101100547006;233
10.10.2020;RU3110204122832;362
10.10.2020;RU3101100547762;409
10.10.2020;RU3110204122823;290
10.10.2020;RU3111005048837;367
13.10.2020;RU3110204123719;86
13.10.2020;RU3101100546588;290
13.10.2020;RU3101090156843;204
13.10.2020;RU3101100547184;188
13.10.2020;RU3101100547108;205
13.10.2020;RU3101100546730;297
14.10.2020;RU3110204122954;220
14.10.2020;RU3110204123206;281
14.10.2020;RU3101100546681;272
14.10.2020;RU3101100546855;251
14.10.2020;RU3101100546795;266
14.10.2020;RU3101100547076;217
14.10.2020;RU3101100547297;236
14.10.2020;RU3101100547338;217
14.10.2020;RU3110204123313;238
14.10.2020;RU3101100547007;209
15.10.2020;RU3110204123340;229
15.10.2020;RU3101100547029;230
15.10.2020;RU3101100547340;215
15.10.2020;RU3110204123227;261
15.10.2020;RU3101100547066;233
15.10.2020;RU3110204123294;235
19.10.2020;RU3101090159160;185
19.10.2020;RU3101090156823;192
19.10.2020;RU3101100547249;160
19.10.2020;RU3101100547592;184
19.10.2020;RU3101090159186;187
19.10.2020;RU3101090159131;190
20.10.2020;RU3101100547246;136
20.10.2020;RU3101100549020;145
20.10.2020;RU3101100549046;174
20.10.2020;RU3101100549103;133
20.10.2020;RU3101100547403;180
20.10.2020;RU3101100549038;147
20.10.2020;RU3101100549089;156
20.10.2020;RU3101090156832;147
20.10.2020;RU3101090157179;94
21.10.2020;RU3101100549413;94
21.10.2020;RU3101100549197;137
21.10.2020;RU3101100549185;110
24.10.2020;RU3101100547629;145
26.10.2020;RU3110204123678;129
26.10.2020;RU3101100549440;98
26.10.2020;RU3110204123727;91
26.10.2020;RU3110204123719;97
26.10.2020;RU3110204123686;123
27.10.2020;RU3110204123743;106
09.11.2020;RU3101100546855;278
09.11.2020;RU3101100547803;353
09.11.2020;RU3110204123227;267
09.11.2020;RU3101100546590;361
09.11.2020;RU3101100546681;292
09.11.2020;RU3101100546566;366
09.11.2020;RU3101100546588;311
09.11.2020;RU3110204123172;328
09.11.2020;RU3110204123168;327
09.11.2020;RU3101100546654;308
11.11.2020;RU3110204123281;290
11.11.2020;RU3101100547786;396
11.11.2020;RU3110204122823;330
11.11.2020;RU3110204123351;264
11.11.2020;RU3110204123044;323
11.11.2020;RU3110204123302;260
13.11.2020;RU3110204123785;100
13.11.2020;RU3110204123771;119
13.11.2020;RU3110204123780;102
17.11.2020;RU3101100546730;303
17.11.2020;RU3110204122822;300
17.11.2020;RU3110204123233;321
17.11.2020;RU3110204123351;267
17.11.2020;RU3110204123281;292
17.11.2020;RU3110204123136;359
17.11.2020;RU3101100546634;309
17.11.2020;RU3101100547780;385
17.11.2020;RU3110204123291;260
17.11.2020;RU3110204123272;304
17.11.2020;RU3110204123276;296
17.11.2020;RU3110204123206;308
17.11.2020;RU3110204123302;267
17.11.2020;RU3110204123341;301
17.11.2020;RU3101100546795;300
18.11.2020;RU3101100547006;280
18.11.2020;RU3101100547629;218
18.11.2020;RU3101100547340;224
18.11.2020;RU3110204123294;244
18.11.2020;RU3110204123377;242
18.11.2020;RU3110204123373;220
19.11.2020;RU3101100547606;201
19.11.2020;RU3101100547076;257
19.11.2020;RU3110204122954;255
19.11.2020;RU3110204123313;269
19.11.2020;RU3101100547184;212
19.11.2020;RU3101100547108;250
19.11.2020;RU3101100546670;330
20.11.2020;RU3101090159186;228
20.11.2020;RU3101100547592;215
20.11.2020;RU3101100547297;272
20.11.2020;RU3101100547066;270
20.11.2020;RU3101100547338;254
20.11.2020;RU3101100547029;273
20.11.2020;RU3101090159131;214
20.11.2020;RU3101090156823;213
20.11.2020;RU3101100547403;213
20.11.2020;RU3101100547007;256
20.11.2020;RU3101090159160;218
20.11.2020;RU3110204122960;191
20.11.2020;RU3110204123340;235
24.11.2020;RU3101100549779;195
24.11.2020;RU3101100549046;224
24.11.2020;RU3101100547249;197
24.11.2020;RU3101100549089;200
24.11.2020;RU3101100549038;190
25.11.2020;RU3101100549197;180
25.11.2020;RU3101090156832;163
25.11.2020;RU3101100549185;137
25.11.2020;RU3101100547246;192
25.11.2020;RU3101100549103;186
25.11.2020;RU3101090157172;171
25.11.2020;RU3101100549020;199
26.11.2020;RU3101090157179;125
26.11.2020;RU3101100549252;144
26.11.2020;RU3101100549248;138
26.11.2020;RU3101100549215;135
27.11.2020;RU3110204123785;119
27.11.2020;RU3110204123771;135
27.11.2020;RU3110204123780;119
27.11.2020;RU3101100549296;122
27.11.2020;RU3111005170040;97
27.11.2020;RU3111005170076;108
01.12.2020;RU3110204123810;90
09.12.2020;RU3110204123341;313
09.12.2020;RU3110204123227;295
09.12.2020;RU3101100547338;260
09.12.2020;RU3101100546634;330
09.12.2020;RU3110204123233;330
09.12.2020;RU3101100546795;323
09.12.2020;RU3110204122823;334
09.12.2020;RU3110204123044;330
09.12.2020;RU3110204123272;320
09.12.2020;RU3110204123206;317
09.12.2020;RU3101100546855;302
10.12.2020;RU3110204123302;287
10.12.2020;RU3110204122822;330
10.12.2020;RU3101100546730;315
10.12.2020;RU3110204123172;339
10.12.2020;RU3110204123351;278
10.12.2020;RU3110204123168;354
10.12.2020;RU3101100547076;265
10.12.2020;RU3101100546588;320
10.12.2020;RU3101100546654;330
10.12.2020;RU3101100546681;321
10.12.2020;RU3110204123313;269
10.12.2020;RU3101100547006;310
11.12.2020;RU3101100549020;208
11.12.2020;RU3101100547629;225
11.12.2020;RU3101100547108;269
11.12.2020;RU3110204123291;271
11.12.2020;RU3101100547297;280
11.12.2020;RU3101100547066;290
11.12.2020;RU3110204123340;250
11.12.2020;RU3101090156843;240
14.12.2020;RU3110204122954;257
14.12.2020;RU3110204123294;261
14.12.2020;RU3110204123377;243
14.12.2020;RU3101100546670;352
14.12.2020;RU3101100547029;280
14.12.2020;RU3110204123839;80
14.12.2020;RU3110204123827;106
16.12.2020;RU3101100547340;240
16.12.2020;RU3110204123373;240
16.12.2020;RU3101090159160;236
16.12.2020;RU3101100549046;251
16.12.2020;RU3101090159131;228
16.12.2020;RU3101100547403;217
16.12.2020;RU3101090156823;229
16.12.2020;RU3101100547249;226
16.12.2020;RU3101100549779;210
16.12.2020;RU3101100547184;225
16.12.2020;RU3101100549038;210
16.12.2020;RU3101090159186;250
16.12.2020;RU3110204122960;200
17.12.2020;RU3101100547007;275
17.12.2020;RU3101100549089;213
17.12.2020;RU3101100547606;212
17.12.2020;RU3101100547592;241
18.12.2020;RU3101100547246;215
18.12.2020;RU3101090156832;196
18.12.2020;RU3101100549248;161
18.12.2020;RU3101090157172;196
18.12.2020;RU3101100549252;170
18.12.2020;RU3101100549296;141
18.12.2020;RU3101100549215;150
18.12.2020;RU3101100549197;203
18.12.2020;RU3101100549103;222
18.12.2020;RU3101100549185;166
18.12.2020;RU3101100549413;147
21.12.2020;RU3111005170040;106
21.12.2020;RU3111005170076;130
21.12.2020;RU3101090157179;150
22.12.2020;RU3110204123116;381
22.12.2020;RU3110204123106;361
29.12.2020;RU3110204123856;74
29.12.2020;RU3110204122079;722
29.12.2020;RU3110204123858;86
30.12.2020;RU3110204121159;715
31.12.2020;RU3110204122190;621
01.01.2021;RU3101100502663;805
03.01.2021;RU3110204130750;715
03.01.2021;RU3110204130707;673
04.01.2021;RU3110204122094;709
07.01.2021;RU3110204123888;84
07.01.2021;RU3110204121530;606
08.01.2021;RU3110204130711;629
10.01.2021;RU3110204140517;514
11.01.2021;RU3110204120946;599
11.01.2021;RU3110204110017;614
12.01.2021;RU3110204122235;528
12.01.2021;RU3110204130761;694
12.01.2021;RU3110204122823;356
12.01.2021;RU3110204123272;324
12.01.2021;RU3110204123233;332
12.01.2021;RU3101100546588;330
12.01.2021;RU3101100546654;338
12.01.2021;RU3110204123172;342
12.01.2021;RU3101100546795;328
12.01.2021;RU3110204123281;306
12.01.2021;RU3110204123168;337
12.01.2021;RU3101100546634;336
12.01.2021;RU3101100546730;321
12.01.2021;RU3110204123206;330
12.01.2021;RU3101100546681;323
13.01.2021;RU3110204121505;562
13.01.2021;RU3110204140746;569
14.01.2021;RU3110204122960;233
14.01.2021;RU3101100547249;230
15.01.2021;RU3110204123373;277
15.01.2021;RU3101100547006;315
15.01.2021;RU3101100547297;295
15.01.2021;RU3110204123341;318
15.01.2021;RU3101100546855;309
15.01.2021;RU3101100547108;283
16.01.2021;RU3110204121515;687
17.01.2021;RU3110204122189;556
18.01.2021;RU3110204122416;556
18.01.2021;RU3110204122068;680
18.01.2021;RU3110204121563;735
19.01.2021;RU3110204130528;799
20.01.2021;RU3101100549296;175
20.01.2021;RU3101090159131;250
20.01.2021;RU3110204123313;290
20.01.2021;RU3101100549163;183
20.01.2021;RU3101100549413;182
20.01.2021;RU3101100549248;180
20.01.2021;RU3110204123743;188
20.01.2021;RU3111005170076;166
20.01.2021;RU3101100549038;240
20.01.2021;RU3101100549252;206
20.01.2021;RU3110204123340;270
20.01.2021;RU3101100549215;172
21.01.2021;RU3110204120908;772
22.01.2021;RU3110204122175;528
22.01.2021;RU3110204122304;556
23.01.2021;RU3110204120118;636
25.01.2021;RU3110204122355;517
25.01.2021;RU3110204120272;742
25.01.2021;RU3111005170133;141
25.01.2021;RU3111005170040;143
25.01.2021;RU3111005170083;131
25.01.2021;RU3111005160006;157
25.01.2021;RU3111005160023;145
25.01.2021;RU3101090157179;189
25.01.2021;RU3111005160018;153
26.01.2021;RU3111005160051;128
26.01.2021;RU3111005170154;121
26.01.2021;RU3111005170107;122
26.01.2021;RU3111005160050;127
27.01.2021;RU3101100546670;361
27.01.2021;RU3101100549046;240
27.01.2021;RU3110204123294;276
27.01.2021;RU3101100547184;243
27.01.2021;RU3110204123291;290
27.01.2021;RU3101090156823;250
27.01.2021;RU3110204122954;279
27.01.2021;RU3101100547606;240
28.01.2021;RU3110204120380;651
29.01.2021;RU3110204123302;296
29.01.2021;RU3101100547066;310
29.01.2021;RU3101090159160;255
29.01.2021;RU3110204122822;336
29.01.2021;RU3101100547606;244
29.01.2021;RU3101100549020;230
29.01.2021;RU3101100547029;312
29.01.2021;RU3101100547338;278
29.01.2021;RU3101100547403;240
29.01.2021;RU3101090159186;276
29.01.2021;RU3110204123351;279
29.01.2021;RU3101100549185;200
29.01.2021;RU3101100547076;284
29.01.2021;RU3101100547007;285
29.01.2021;RU3110204123373;250
29.01.2021;RU3101100549046;246
30.01.2021;RU3110204123678;225
30.01.2021;RU3101090159474;237
30.01.2021;RU3101100549156;238
30.01.2021;RU3101100549103;250
30.01.2021;RU3101100549144;221
30.01.2021;RU3101090159466;230
30.01.2021;RU3101100547340;275
30.01.2021;RU3110204123276;315
30.01.2021;RU3101100547592;265
30.01.2021;RU3101100549440;203
30.01.2021;RU3110204123719;200
30.01.2021;RU3101090159441;239
30.01.2021;RU3101100549168;206
30.01.2021;RU3101100549197;214
30.01.2021;RU3101100549185;193
30.01.2021;RU3101090156843;274
30.01.2021;RU3101090156832;227
30.01.2021;RU3110204123377;281
30.01.2021;RU3101100549089;239
