Date;CowID;TempSchema;TempPrep;TempDays
06.08.2019;RU3101100503409;Нет схемы;ВТФ+КЕТ;0
07.08.2019;NL0916696746;Нет схемы;ИНФЛ40,1;0
07.08.2019;NL0870520936;Нет схемы;ИНФЛ39,8;0
09.08.2019;RU3101100503409;Нет схемы;ВТФ+КЕТ;0
12.08.2019;RU3111005008903;Нет схемы;ИНФЛ;0
14.08.2019;RU3111005008140;Нет схемы;ИНФЛ;0
15.08.2019;NL0678981436;Нет схемы;ИНФЛ;0
16.08.2019;RU3111005007154;Нет схемы;ИНФЛ;0
22.08.2019;NL0875878001;Нет схемы;ВТФ+КЕТ;0
24.08.2019;NL0669177800;Нет схемы;ВТФ+КЕТ;0
25.08.2019;NL0872362789;Нет схемы;ВТФ+КЕТ;0
26.08.2019;RU3111005008800;Нет схемы;ИНФЛ;0
03.09.2019;NL0928618459;Нет схемы;ВТФ+КЕТ;0
05.09.2019;RU3110204130702;Нет схемы;ВТФ+КЕТ;0
11.09.2019;RU3110204130702;Нет схемы;ВТФ+КЕТ;0
16.09.2019;RU3110204130702;Нет схемы;ВТФ+КЕТ;0
01.10.2019;RU3110204121421;Нет схемы;ВТФ+КЕТ;0
04.10.2019;NL0882047029;Нет схемы;ВТФ+КЕТ;0
11.10.2019;NL0878285172;Нет схемы;ВТФ+КЕТ;0
20.10.2019;RU3101100503555;Нет схемы;ВТФ+КЕТ;0
30.10.2019;RU3101090128072;Нет схемы;ЦЕФ+КЕТ;0
12.11.2019;RU3101090115985;Нет схемы;ЦЕФ+КЕТ;0
01.12.2019;NL0675043889;Схема №3.3;ИНФЛ;3
16.12.2019;NL0687252233;Схема №3.3;ИНФЛ;3
27.01.2020;NL0895132080;Схема №3.3;ИНФЛ;3
31.01.2020;RU3111005003340;Схема №3.3;ИНФЛ;3
05.02.2020;DE0360296689;Схема №3.3;ИНФЛ;3
06.02.2020;NL0945355388;Схема №3.3;ИНФЛ;3
08.02.2020;NL0945355388;Схема №3.3;ИНФЛ;3
09.02.2020;NL0654570962;Схема №3.3;ИНФЛ;3
14.02.2020;NL0654570962;Схема №3.3;ИНФЛ;3
16.02.2020;RU3101051003192;Схема №3.3;ИНФЛ;3
21.02.2020;RU3111005007537;Схема №3.3;ИНФЛ;3
27.02.2020;DE0359620383;Схема №3.3;ИНФЛ;3
05.03.2020;NL0587552297;Схема №3.3;ИНФЛ;3
13.03.2020;RU3111005007081;Схема №3.3;ИНФЛ;3
23.03.2020;RU3111005017146;Схема №3.3;ИНФЛ;3
26.03.2020;RU3111005017115;Схема №3.3;INFL;3
28.03.2020;RU3111005017420;Схема №3.3;INFL;3
02.04.2020;RU3111005016044;Схема №3.3;ВТФ39,6;3
02.04.2020;RU3111005017163;Схема №3.3;INFL;3
03.04.2020;RU3111005007226;Схема №3.3;INFL;3
03.04.2020;DE0360893374;Схема №3.3;INFL;3
03.04.2020;RU3111005017420;Схема №3.3;INFL;3
04.04.2020;DE0360917183;Схема №3.3;INFL;3
05.04.2020;DE0360732444;Схема №3.3;INFL;3
06.04.2020;RU3111005016441;Схема №3.3;ВТФ39,6;3
07.04.2020;RU3111005017163;Схема №3.3;INFL;3
08.04.2020;RU3111005003087;Схема №3.3;ВТФ+КЕТ;3
08.04.2020;DE0360893374;Схема №3.3;INFL;3
09.04.2020;DE0360647143;Схема №3.3;INFL;3
10.04.2020;DE0360403021;Схема №3.3;INFL;3
12.04.2020;RU3111005017185;Схема №3.3;INFL;3
12.04.2020;RU3101100503337;Схема №3.3;INFL;3
13.04.2020;RU3111005016356;Схема №3.3;ВТФ39,8;3
16.04.2020;DE0360783810;Схема №3.3;INFL;3
16.04.2020;DE1504307924;Схема №3.3;INFL;3
21.04.2020;NL0615719982;Схема №3.3;ВТФ40,1;3
23.04.2020;DE0360795060;Схема №3.3;INFL;3
23.04.2020;DE1405597288;Схема №3.3;INFL;3
24.04.2020;NL0636122497;Схема №3.3;ВТФ39,6;3
24.04.2020;RU3111005002051;Схема №3.3;ВТ39,7;3
24.04.2020;DE0360806274;Схема №3.3;INFL;3
25.04.2020;DE0360679234;Схема №3.3;INFL;3
25.04.2020;DE1263553701;Схема №3.3;INFL;3
25.04.2020;DE0360758101;Схема №3.3;INFL;3
26.04.2020;NL0869187737;Схема №3.3;INFL;3
28.04.2020;DE0360445735;Схема №3.3;INFL;3
28.04.2020;DE0360783810;Схема №3.3;INFL;3
28.04.2020;RU3111005017175;Схема №3.3;ВТФ39,6;3
29.04.2020;DE0360296709;Схема №3.3;INFL;3
03.05.2020;DE0359870791;Схема №3.3;INFL;3
04.05.2020;RU3101100503515;Схема №3.3;ВТ40,3;3
04.05.2020;RU3110204140496;Схема №3.3;ВТФ39,8;3
05.05.2020;RU3111005017153;Схема №3.3;INFL;3
07.05.2020;RU3111005017116;Схема №3.3;INFL;3
08.05.2020;RU3111005007691;Схема №3.3;INFL;3
11.05.2020;RU3111005016029;Схема №3.3;ВТФ40,1;3
12.05.2020;DE1603957720;Схема №3.3;INFL;3
15.05.2020;RU3111005017292;Схема №3.3;INFL;3
15.05.2020;DE0360522427;Схема №3.3;INFL;3
15.05.2020;RU3111005017466;Схема №3.3;INFL;3
15.05.2020;DE0361014567;Схема №3.3;INFL;3
16.05.2020;RU3111005007458;Схема №3.3;INFL;3
16.05.2020;DE0360915406;Схема №3.3;INFL;3
18.05.2020;NL0759026546;Схема №3.3;ВТФ 39,6;3
19.05.2020;RU3111005007571;Схема №3.3;INFL;3
19.05.2020;RU3111005016377;Схема №3.3;ВТФ39,9;3
21.05.2020;RU3101090128803;Схема №3.3;ЦЕФ+КЕТ;3
21.05.2020;NL0582308859;Схема №3.3;INFL;3
21.05.2020;DE0360531194;Схема №3.3;INFL;3
22.05.2020;DE0360736996;Схема №3.3;INFL;3
22.05.2020;RU3111005017116;Схема №3.3;INFL;3
22.05.2020;RU3111005016377;Схема №3.3;ВТФ40,3;3
23.05.2020;DE0361091599;Схема №3.3;INFL;3
23.05.2020;RU3111005017751;Схема №3.3;INFL;3
25.05.2020;DE0360910350;Схема №3.3;INFL;3
26.05.2020;RU3101090128803;Схема №3.3;ЦЕФ+КЕТ;3
26.05.2020;RU3111005017447;Схема №3.3;INFL;3
28.05.2020;RU3111005017742;Схема №3.3;INFL;3
29.05.2020;NL0895967963;Схема №3.3;ВТФ+КЕТ;3
29.05.2020;DE0360688605;Схема №3.3;INFL;3
29.05.2020;RU3111005017789;Схема №3.3;INFL;3
01.06.2020;NL0941740186;Схема №3.3;ВТФ39,6;3
01.06.2020;RU3111005017789;Схема №3.3;INFL;3
03.06.2020;RU3111005016377;Схема №3.3;ВТФ40,0;3
03.06.2020;RU3111005007106;Схема №3.3;INFL;3
04.06.2020;NL0686754480;Схема №3.3;ВТФ+КЕТ;3
06.06.2020;RU3111005016377;Схема №3.3;ВТФ 39,3;3
07.06.2020;NL0680007698;Схема №3.3;INFL;3
07.06.2020;NL0877047292;Схема №3.3;ВТФ 40,7;3
07.06.2020;RU3111005006262;Схема №3.3;ВТФ 39,8;3
07.06.2020;NL0686754480;Схема №3.3;ВТФ 39,8;3
10.06.2020;RU3111005017067;Схема №3.3;INFL;3
10.06.2020;RU3111005017375;Схема №3.3;INFL;3
13.06.2020;NL0879376888;Схема №3.3;INFL;3
15.06.2020;RU3110204121902;Схема №3.3;ВТФ 39,7;3
17.06.2020;NL0745087274;Схема №3.3;INFL;3
18.06.2020;RU3111005007095;Схема №3.3;INFL;3
19.06.2020;DE0360386407;Схема №3.3;INFL;3
22.06.2020;NL0925082505;Схема №3.3;ВТФ 40,1;3
27.06.2020;NL0644531834;Схема №3.3;ВТФ 41,0;3
29.06.2020;RU3111005007220;Схема №3.3;INFL;3
06.07.2020;NL0668993298;Схема №3.3;INFL;3
12.07.2020;NL0750354291;Схема №3.3;INFL;3
20.07.2020;RU3111005003219;Схема №3.3;INFL;3
23.07.2020;RU3111005007578;Схема №3.3;INFL;3
27.07.2020;NL0758134545;Схема №3.3;ВТФ+КЕТ;3
05.08.2020;NL0943736024;Схема №3.3;INFL;3
11.08.2020;NL0925267032;Схема №3.3;ВТФ39,7;3
12.08.2020;DE0361212416;Схема №3.3;INFL;3
16.08.2020;NL0642130886;Схема №3.3;INFL;3
25.08.2020;NL0599907601;Схема №3.3;ВТФ40,1;3
26.08.2020;RU3111005006202;Схема №3.3;ВТФ40,3;3
09.09.2020;RU3111005007278;Схема №3.3;INFL;3
10.09.2020;NL0625406087;Схема №3.3;INFL;3
17.09.2020;NL0940777152;Схема №3.3;INFL;3
20.09.2020;DE1603799870;Схема №3.3;INFL;3
22.09.2020;DE1604024543;Схема №3.3;INFL;3
30.09.2020;NL0656980961;Схема №3.3;INFL;3
03.10.2020;NL0741728951;Схема №3.3;INFL;3
03.10.2020;RU3111005007152;Схема №3.3;INFL;3
10.10.2020;RU3111005008547;Схема №3.3;INFL;3
11.10.2020;RU3111005007461;Схема №3.3;ВТФ 40,1;3
12.10.2020;CZ0356084971;Схема №3.3;ВТФ+40,1;3
13.10.2020;RU3111005007057;Схема №3.3;INFL;3
22.10.2020;NL0599574544;Схема №3.3;INFL;3
23.10.2020;NL0694346055;Схема №3.3;INFL;3
25.10.2020;NL0669683725;Схема №3.3;ВТФ 40,8;3
28.10.2020;NL0749608170;Схема №3.3;ВТФ+40,1;3
29.10.2020;NL0673173557;Схема №3.3;INFL;3
30.10.2020;DE0358870593;Схема №3.3;INFL;3
31.10.2020;CZ0737419961;Схема №3.3;INFL;3
04.11.2020;CZ0796272961;Схема №3.3;INFL;3
21.11.2020;NL0728209301;Схема №3.3;INFL;3
25.11.2020;RU3111005007427;Схема №3.3;INFL;3
27.11.2020;NL0641627875;Схема №3.3;INFL;3
01.12.2020;RU3111005008118;Схема №3.3;INFL;3
01.12.2020;NL0669008911;Схема №3.3;INFL;3
01.12.2020;RU3111005008118;Нет схемы;INFL;NULL
01.12.2020;NL0669008911;Нет схемы;INFL;NULL
02.12.2020;NL0641627875;Схема №3.3;INFL;3
02.12.2020;NL0641627875;Нет схемы;INFL;NULL
04.12.2020;DE0361089852;Схема №3.3;INFL;3
04.12.2020;DE1501149160;Схема №3.3;INFL;3
04.12.2020;DE0361089852;Нет схемы;INFL;NULL
04.12.2020;DE1501149160;Нет схемы;INFL;NULL
07.12.2020;DE1504359985;Схема №3.3;INFL;3
07.12.2020;NL0609539033;Схема №3.3;INFL;3
07.12.2020;NL0609539033;Нет схемы;INFL;NULL
07.12.2020;DE1504359985;Нет схемы;INFL;NULL
17.12.2020;HU3462116063;Схема №3.3;INFL;3
17.12.2020;HU3462116063;Нет схемы;INFL;NULL
20.12.2020;DE0360821539;Схема №3.3;INFL;3
20.12.2020;DE0360821539;Нет схемы;INFL;NULL
27.12.2020;HU3462116063;Схема №3.3;INFL;3
27.12.2020;NL0675043889;Схема №3.3;INFL;3
27.12.2020;HU3462114416;Схема №3.3;INFL;3
27.12.2020;HU3462114416;Нет схемы;INFL;NULL
27.12.2020;NL0675043889;Нет схемы;INFL;NULL
27.12.2020;HU3462116063;Нет схемы;INFL;NULL
30.12.2020;DE1272588465;Нет схемы;INFL;NULL
03.01.2021;HU3462114308;Нет схемы;INFL;NULL
04.01.2021;DE1272588465;Нет схемы;INFL;NULL
06.01.2021;HU3462114416;Нет схемы;INFL;NULL
08.01.2021;RU3111005007348;Нет схемы;INFL;NULL
08.01.2021;DE0361235129;Нет схемы;INFL;NULL
11.01.2021;NL0889554696;Нет схемы;INFL;NULL
12.01.2021;NL0644584838;Нет схемы;INFL;NULL
13.01.2021;NL0675043889;Нет схемы;INFL;NULL
13.01.2021;RU3111005007348;Нет схемы;INFL;NULL
14.01.2021;DE1272588465;Нет схемы;INFL;NULL
14.01.2021;HU3462115185;Нет схемы;INFL;NULL
14.01.2021;NL0594873989;Нет схемы;INFL;NULL
16.01.2021;NL0889554696;Нет схемы;INFL;NULL
20.01.2021;DE0361150683;Схема №3.3;INFL;4
20.01.2021;NL0625576924;Схема №3.3;INFL;4
21.01.2021;DE1405712624;Схема №3.3;INFL;4
24.01.2021;RU3111005017998;Схема №3.3;INFL;4
26.01.2021;NL0632508833;Схема №3.3;INFL;4
29.01.2021;RU3111005017065;Схема №3.3;INFL;4
30.01.2021;RU3111005017065;Схема №3.3;INFL;4
31.01.2021;HU3372974768;Схема №3.3;INFL;4
03.02.2021;NL0611235220;Схема №3.3;INFL;4
07.02.2021;NL0597711512;Схема №3.3;INFL;4
08.02.2021;NL0654839849;Схема №3.3;INFL;4
10.02.2021;DE0358928019;Схема №3.3;INFL;4
10.02.2021;NL0670136470;Схема №3.3;INFL;4
13.02.2021;RU3101100548279;Схема №3.3;INFL;4
16.02.2021;RU3101090129663;Схема №3.3;INFL;4
18.02.2021;RU3101090120335;Схема №3.3;INFL;4
20.02.2021;NL0679516570;Схема №3.3;INFL;4
22.02.2021;RU3101100548279;Схема №3.3;INFL;4
23.02.2021;RU3101051003423;Схема №3.3;INFL;4
23.02.2021;DE1604024543;Схема №3.3;INFL;4
24.02.2021;NL0748240988;Схема №3.3;INFL;4
28.02.2021;DE0360180694;Схема №3.3;INFL;4
15.03.2021;DE0360736987;Схема №3.3;INFL;4
15.03.2021;RU3111005048226;Схема №3.3;INFL;4
15.03.2021;DE0360917183;Схема №3.3;INFL;4
16.03.2021;RU3111005016858;Схема №3.3;ВТФ40,3;3
17.03.2021;DE0360180700;Схема №3.3;INFL;4
18.03.2021;RU3101090129518;Схема №3.3;ИНФЛРТ;3
18.03.2021;RU3111005048155;Схема №3.3;INFL;4
20.03.2021;NL0620411288;Схема №3.3;INFL;4
21.03.2021;RU3111005048156;Схема №3.3;INFL;4
22.03.2021;RU3111005048244;Схема №3.3;INFL;4
24.03.2021;RU3111005017187;Схема №3.3;INFL;4
27.03.2021;RU3111005007127;Схема №3.3;INFL;4
29.03.2021;DE0360509895;Схема №3.3;INFL;4
29.03.2021;RU3111005048174;Схема №3.3;INFL;4
31.03.2021;RU3111005008968;Схема №3.3;INFL;4
01.04.2021;RU3111005016301;Схема №3.3;ВТФ 39,9;3
01.04.2021;RU3111005017997;Схема №3.3;ВТФ 40,0;3
01.04.2021;NL0621122646;Схема №3.3;INFL;4
01.04.2021;RU3111005017157;Схема №3.3;INFL;4
03.04.2021;DE0359749500;Схема №3.3;INFL;4
04.04.2021;RU3101100503153;Схема №3.3;INFL;4
04.04.2021;RU3111005017997;Схема №3.3;ВТФ 39,7;3
04.04.2021;RU3111005016301;Схема №3.3;ВТ 40,2;3
05.04.2021;RU3111005017157;Схема №3.3;INFL;4
05.04.2021;RU3111005048169;Схема №3.3;INFL;4
06.04.2021;RU3111005003194;Схема №3.3;INFL;4
08.04.2021;NL0673232238;Схема №3.3;INFL;4
08.04.2021;RU3111005048174;Схема №3.3;INFL;4
09.04.2021;RU3111005016968;Схема №3.3;ВТФ39.9;3
09.04.2021;DE0360737691;Схема №3.3;INFL;4
10.04.2021;RU3111005048169;Схема №3.3;INFL;4
13.04.2021;NL0673232238;Схема №3.3;INFL;4
15.04.2021;RU3101100546208;Схема №3.3;ВТ 39.7;3
16.04.2021;DE1405603829;Схема №3.3;INFL;4
17.04.2021;DE1263553701;Схема №3.3;INFL;4
19.04.2021;DE1263553701;Схема №3.3;INFL;4
19.04.2021;DE1405603829;Схема №3.3;INFL;4
20.04.2021;NL0652749003;Схема №3.3;ВТФ39,7;3
20.04.2021;RU3111005016227;Схема №3.3;ВТФ41,0;3
21.04.2021;DE1501162494;Схема №3.3;INFL;4
22.04.2021;DE1405844556;Схема №3.3;INFL;4
22.04.2021;DE0360499097;Схема №3.3;INFL;4
22.04.2021;DE1263553701;Схема №3.3;INFL;4
24.04.2021;DE1405603829;Схема №3.3;INFL;4
24.04.2021;RU3111005007641;Схема №3.3;INFL;4
26.04.2021;DE1501162494;Схема №3.3;INFL;4
26.04.2021;RU3111005016203;Схема №3.3;ВТФ+40,2;3
27.04.2021;DE1405603829;Схема №3.3;INFL;4
27.04.2021;DE1263553701;Схема №3.3;INFL;4
30.04.2021;RU3101100503665;Схема №3.3;ВТФ+40,2;3
01.05.2021;DE0360758101;Схема №3.3;INFL;4
06.05.2021;DE0360758101;Схема №3.3;INFL;4
08.05.2021;RU3101100548612;Нет схемы;INFL;NULL
15.05.2021;RU3111005048382;Схема №3.3;INFL;4
16.05.2021;RU3111005048174;Схема №3.3;INFL;4
17.05.2021;RU3101090116968;Схема №3.3;ИНФЛАРЕТ;3
18.05.2021;NL0870347575;Схема №3.3;ВТФ 40,3;3
19.05.2021;RU3101100548708;Схема №3.3;ВТФ40,5;3
19.05.2021;DE0360750862;Схема №3.3;INFL;4
24.05.2021;RU3111005006262;Схема №3.3;ВТФ39,8;3
24.05.2021;RU3101100548708;Схема №3.3;ВТФ40,1;3
26.05.2021;RU3111005003009;Схема №3.3;ВТФ40,3;3
27.05.2021;RU3101100503684;Схема №3.3;ВТФ39.9;3
30.05.2021;RU3111005046294;Схема №3.3;ВТФ40,1;3
30.05.2021;RU3111005017384;Схема №3.3;INFL;4
30.05.2021;NL0887819687;Схема №3.3;INFL;4
31.05.2021;NL0588625482;Схема №3.3;INFL;4
02.06.2021;RU3101100548708;Схема №3.3;ВТФ+40,1;3
05.06.2021;RU3111005007268;Схема №3.3;INFL;4
06.06.2021;RU3111005007268;Схема №3.3;INFL;4
07.06.2021;NL0679209036;Схема №3.3;ВТФ+39,8;3
09.06.2021;NL0599711134;Схема №3.3;INFL;4
12.06.2021;RU3111005017161;Схема №3.3;INFL;4
16.06.2021;DE0359242006;Схема №3.3;ВТФ+КЕ39,8;3
17.06.2021;NL0732848163;Схема №3.3;INFL;4
18.06.2021;NL0684604239;Схема №3.3;INFL;4
19.06.2021;NL0750592992;Схема №3.3;ВТФ39,8;3
23.06.2021;NL0588625482;Схема №3.3;INFL;4
23.06.2021;RU3111005048418;Схема №3.3;INFL;4
23.06.2021;RU3111005003293;Схема №3.3;INFL;4
23.06.2021;NL0883344983;Схема №3.3;INFL;4
23.06.2021;RU3111005048418;Нет схемы;INFL;NULL
23.06.2021;RU3111005003293;Нет схемы;INFL;NULL
23.06.2021;NL0883344983;Нет схемы;INFL;NULL
23.06.2021;NL0588625482;Нет схемы;INFL;NULL
24.06.2021;DE0361085274;Схема №3.3;INFL;4
24.06.2021;DE0361085274;Нет схемы;INFL;NULL
25.06.2021;NL0588625482;Схема №3.3;INFL;4
25.06.2021;NL0588625482;Нет схемы;INFL;NULL
26.06.2021;RU3111005046357;Схема №3.3;ИНФЛРТ;4
26.06.2021;RU3111005046357;Нет схемы;ИНФЛРТ;NULL
27.06.2021;RU3101100546991;Схема №3.3;ДЕКСА;4
27.06.2021;RU3101100546991;Нет схемы;ДЕКСА;NULL
28.06.2021;DE1603957720;Схема №3.3;INFL;4
28.06.2021;DE1603957720;Нет схемы;INFL;NULL
30.06.2021;DE1603957720;Схема №3.3;INFL;4
30.06.2021;DE1603957720;Нет схемы;INFL;NULL
03.07.2021;DE1603957720;Схема №3.3;INFL;4
03.07.2021;DE1603957720;Нет схемы;INFL;NULL
05.07.2021;NL0893654272;Схема №3.3;ВТФ+40,0;4
05.07.2021;NL0893654272;Нет схемы;ВТФ+40,0;NULL
07.07.2021;NL0665754298;Схема №3.3;INFL;4
07.07.2021;NL0665754298;Нет схемы;INFL;NULL
08.07.2021;NL0728209301;Схема №3.3;INFL;4
08.07.2021;NL0728209301;Нет схемы;INFL;NULL
10.07.2021;RU3101090115777;Схема №3.3;ИНФЛАРЕТ;4
10.07.2021;NL0766287206;Схема №3.3;ВТФ39,8;4
10.07.2021;RU3110204140850;Схема №3.3;INFL;4
10.07.2021;RU3110204140850;Нет схемы;INFL;NULL
10.07.2021;RU3101090115777;Нет схемы;ИНФЛАРЕТ;NULL
10.07.2021;NL0766287206;Нет схемы;ВТФ39,8;NULL
11.07.2021;DE0360419963;Схема №3.3;INFL;4
11.07.2021;DE0360419963;Нет схемы;INFL;NULL
14.07.2021;NL0668046509;Схема №3.3;INFL;4
14.07.2021;NL0668046509;Нет схемы;INFL;NULL
16.07.2021;RU3111005046360;Схема №3.3;INFL;4
16.07.2021;RU3111005046360;Нет схемы;INFL;NULL
18.07.2021;DE0360915406;Схема №3.3;INFL;4
18.07.2021;DE0360915406;Нет схемы;INFL;NULL
19.07.2021;RU3110204140992;Схема №3.3;ИНФЛРТ;4
19.07.2021;RU3110204140992;Нет схемы;ИНФЛРТ;NULL
21.07.2021;NL0618750720;Нет схемы;INFL;NULL
21.07.2021;NL0618750720;Схема №3.3;INFL;4
22.07.2021;DE0360419963;Нет схемы;INFL;NULL
22.07.2021;RU3111005002943;Нет схемы;INFL;NULL
22.07.2021;RU3111005002943;Схема №3.3;INFL;4
22.07.2021;DE0360419963;Схема №3.3;INFL;4
26.07.2021;NL0618750720;Схема №3.3;INFL;4
27.07.2021;DE0360419963;Схема №3.3;INFL;4
28.07.2021;RU3101100548641;Схема №3.3;INFL;4
28.07.2021;RU3111005017423;Схема №3.3;INFL;4
29.07.2021;DE0360708342;Схема №3.3;INFL;4
02.08.2021;RU3101150166425;Схема №3.3;СХ№3.3;4
04.08.2021;DE0360783810;Схема №3.3;INFL;4
06.08.2021;RU3101090118588;Схема №3.3;ИНФЛАРЕТ;4
08.08.2021;RU3101090115880;Схема №3.3;ИНФЛАРЕТ;4
09.08.2021;RU3101090116968;Схема №3.3;ИНФЛАРЕТ;4
10.08.2021;RU3111005002078;Схема №3.3;ВТФ+К39,8;4
10.08.2021;RU3101090117335;Схема №3.3;ИНФЛАРЕТ;4
10.08.2021;RU3111005017049;Схема №3.3;INFL;4
10.08.2021;NL0670413412;Схема №3.3;INFL;4
10.08.2021;NL0618750720;Схема №3.3;INFL;4
12.08.2021;NL0718460462;Схема №3.3;INFL;4
14.08.2021;RU3101090119998;Схема №3.3;ИНФЛАРЕТ;4
14.08.2021;RU3101090156255;Схема №3.3;ИНФЛАРЕТ;4
14.08.2021;NL0670413412;Схема №3.3;INFL;4
17.08.2021;RU3101090118517;Схема №3.3;ИНФЛАРЕТ;4
18.08.2021;RU3101090156417;Нет схемы;АЛМЕКСИЛ;NULL
19.08.2021;RU3101090159254;Нет схемы;АЛМЕКСИЛ;NULL
23.08.2021;RU3101090115880;Схема №3.3;ИНФЛАРЕТ;4
24.08.2021;RU3111005008296;Схема №3.3;INFL;4
30.08.2021;RU3101090159254;Нет схемы;АЛМЕКСИЛ;NULL
01.09.2021;RU3111005017777;Схема №3.3;INFL;4
04.09.2021;RU3101150166826;Нет схемы;АЛМЕКСИЛ;NULL
06.09.2021;RU3101090156586;Нет схемы;АЛМЕКСИЛ;NULL
06.09.2021;RU3101090156928;Нет схемы;АЛМЕКСИЛ;NULL
06.09.2021;RU3101100547803;Схема №3.3;INFL;4
06.09.2021;RU3101100548790;Схема №3.3;INFL;4
08.09.2021;RU3111005016416;Схема №3.3;ИНФЛАРЕТ;4
13.09.2021;RU3101090156889;Нет схемы;АЛМЕКСИЛ;NULL
13.09.2021;RU3101100548790;Схема №3.3;INFL;4
24.09.2021;RU3101150166228;Схема №3.3;СХ№3.3;4
29.09.2021;NL0718460462;Схема №3.3;INFL;4
30.09.2021;RU3101090119646;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090118668;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090118821;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090118756;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090156378;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3110204122473;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090156406;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090117769;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;DE0360778425;Схема №3.3;ИНФЛАРЕТ;4
30.09.2021;RU3101090118480;Схема №3.3;ИНФЛАРЕТ;4
